Geneid	"RNA STAR on data 17, data 15, and data 56: mapped.bam"	Public Name
WBGene00000121	16139	aly-2
WBGene00000122	10031	aly-3
WBGene00000123	5665	ama-1
WBGene00000133	2	amt-1
WBGene00000134	31	amt-2
WBGene00000135	50	amt-3
WBGene00000136	625	amt-4
WBGene00000137	955	amx-1
WBGene00000138	218	amx-2
WBGene00000139	68	amx-3
WBGene00000140	3482	anc-1
WBGene00000142	3980	aos-1
WBGene00000143	2930	apc-2
WBGene00000144	1986	apc-10
WBGene00000145	3122	apc-11
WBGene00000146	8785	ape-1
WBGene00000147	2196	aph-1
WBGene00000148	1385	aph-2
WBGene00000149	3953	apl-1
WBGene00000150	615	apm-1
WBGene00000151	3663	apn-1
WBGene00000155	7816	app-1
WBGene00000156	5788	apr-1
WBGene00000157	738	aps-2
WBGene00000158	3412	apg-1
WBGene00000159	1832	aps-1
WBGene00000160	2406	apb-1
WBGene00000161	1091	apa-2
WBGene00000162	2573	apd-3
WBGene00000163	6205	apb-3
WBGene00000164	462	apm-3
WBGene00000165	4713	aps-3
WBGene00000166	33	apt-9
WBGene00000168	7133	apx-1
WBGene00000169	1189	aqp-1
WBGene00000170	2296	aqp-2
WBGene00000171	24	aqp-3
WBGene00000172	75	aqp-4
WBGene00000173	12	aqp-5
WBGene00000174	37	aqp-6
WBGene00000175	1490	aqp-7
WBGene00000176	1665	aqp-8
WBGene00000177	101	aqp-9
WBGene00000178	1025	aqp-10
WBGene00000179	549	aqp-11
WBGene00000180	308	arc-1
WBGene00000181	5156	ard-1
WBGene00000182	10232	arf-1
WBGene00000183	11283	arf-5
WBGene00000184	1211	arf-6
WBGene00000185	2	arg-1
WBGene00000186	2039	ark-1
WBGene00000187	1669	arl-1
WBGene00000188	56	arl-3
WBGene00000189	1858	arl-5
WBGene00000190	106	warf-1
WBGene00000191	50	arl-7
WBGene00000192	6850	arl-8
WBGene00000193	3	arl-6
WBGene00000195	1023	arr-1
WBGene00000196	1390	aars-1
WBGene00000197	12836	aars-2
WBGene00000198	5239	art-1
WBGene00000199	2451	arx-1
WBGene00000200	4893	arx-2
WBGene00000201	3437	arx-3
WBGene00000202	1691	exos-4.2
WBGene00000203	2148	arx-5
WBGene00000204	2211	arx-6
WBGene00000205	1072	arx-7
WBGene00000206	10373	asb-1
WBGene00000207	4900	asb-2
WBGene00000208	2893	trip-4
WBGene00000209	8016	asg-1
WBGene00000210	2485	asg-2
WBGene00000211	183	asm-1
WBGene00000212	554	asm-2
WBGene00000213	1091	asm-3
WBGene00000214	29223	asp-1
WBGene00000215	6107	asp-2
WBGene00000216	39377	asp-3
WBGene00000217	8786	asp-4
WBGene00000218	17976	asp-5
WBGene00000219	34721	asp-6
WBGene00000220	143	atf-2
WBGene00000221	0	atf-4
WBGene00000222	820	atf-6
WBGene00000223	8202	atf-7
WBGene00000224	688	atgp-1
WBGene00000225	519	atgp-2
WBGene00000226	4339	atl-1
WBGene00000227	2073	atm-1
WBGene00000228	756	atn-1
WBGene00000229	47686	atp-2
WBGene00000230	15758	atp-3
WBGene00000231	7259	atx-2
WBGene00000232	106	avr-14
WBGene00000233	210	avr-15
WBGene00000235	5691	baf-1
WBGene00000236	4028	bag-1
WBGene00000237	637	bam-2
WBGene00000238	328	bar-1
WBGene00000239	182	bas-1
WBGene00000240	1230	pah-1
WBGene00000241	16	bbs-1
WBGene00000242	25	bbs-2
WBGene00000244	25	bbs-8
WBGene00000245	587	bca-1
WBGene00000246	122	bcc-1
WBGene00000247	1829	bec-1
WBGene00000248	796	ben-1
WBGene00000249	3424	bir-1
WBGene00000250	3192	bir-2
WBGene00000251	3	bli-1
WBGene00000252	4	bli-2
WBGene00000253	315	bli-3
WBGene00000254	9151	bli-4
WBGene00000255	9	bli-5
WBGene00000256	4	bli-6
WBGene00000257	6178	bmk-1
WBGene00000259	1197	bpl-1
WBGene00000262	403	bra-1
WBGene00000263	6871	F23H11.5
WBGene00000264	1362	brc-1
WBGene00000265	2324	brd-1
WBGene00000266	501	bre-1
WBGene00000267	97	bre-2
WBGene00000268	3285	bre-3
WBGene00000269	996	bre-4
WBGene00000270	744	bre-5
WBGene00000271	3656	brf-1
WBGene00000272	47	bro-1
WBGene00000273	28216	brp-1
WBGene00000274	2782	btf-1
WBGene00000275	8681	bub-1
WBGene00000276	5668	byn-1
WBGene00000277	2427	cab-1
WBGene00000279	169	cah-1
WBGene00000280	67	cah-2
WBGene00000281	743	cah-3
WBGene00000282	2823	cah-4
WBGene00000283	380	cah-5
WBGene00000284	47	cah-6
WBGene00000285	109	cal-1
WBGene00000286	224	cal-2
WBGene00000287	164	cal-3
WBGene00000288	85	cal-4
WBGene00000289	4206	cam-1
WBGene00000292	3757	cap-1
WBGene00000293	5125	cap-2
WBGene00000294	2707	cas-1
WBGene00000295	26	cat-1
WBGene00000296	54	cat-2
WBGene00000298	1078	cat-4
WBGene00000301	13162	cav-1
WBGene00000302	60	cav-2
WBGene00000308	1	C04A11.t1
WBGene00000310	0	C05C9.t1
WBGene00000311	0	C05C9.t2
WBGene00000366	5850	cbp-1
WBGene00000367	311	cca-1
WBGene00000368	174	ccb-1
WBGene00000369	5369	ccf-1
WBGene00000370	3621	ccg-1
WBGene00000371	7306	cox-5B
WBGene00000372	19	cyp-13A7
WBGene00000373	430	cyp-14A5
WBGene00000374	342	cyp-31A1
WBGene00000375	1945	cyp-44A1
WBGene00000376	11346	ccr-4
WBGene00000377	10402	cct-1
WBGene00000378	7971	cct-2
WBGene00000379	9837	cct-4
WBGene00000380	10783	cct-5
WBGene00000381	6275	cct-6
WBGene00000382	3182	cdc-6
WBGene00000383	6964	cdc-14
WBGene00000386	8654	cdc-25.1
WBGene00000387	2383	cdc-25.2
WBGene00000388	2301	cdc-25.3
WBGene00000389	3	cdc-25.4
WBGene00000390	11113	cdc-42
WBGene00000391	73	cdd-1
WBGene00000392	1500	cdd-2
WBGene00000393	772	cdf-1
WBGene00000395	283	cdh-3
WBGene00000396	6673	cdh-4
WBGene00000397	58	cdh-5
WBGene00000399	34	cdh-7
WBGene00000401	85	cdh-9
WBGene00000402	85	cdh-10
WBGene00000403	1354	casy-1
WBGene00000405	12348	cdk-1
WBGene00000406	581	cdk-4
WBGene00000407	2849	cdk-5
WBGene00000408	4187	cdk-7
WBGene00000409	3838	cdk-8
WBGene00000410	2042	cdk-9
WBGene00000411	16193	cdl-1
WBGene00000412	97	cdr-1
WBGene00000413	1602	cdt-1
WBGene00000414	1733	cec-1
WBGene00000415	3984	ced-1
WBGene00000416	4321	ced-2
WBGene00000417	4713	ced-3
WBGene00000418	1760	ced-4
WBGene00000419	3362	ced-5
WBGene00000420	3526	ced-6
WBGene00000421	7838	ced-7
WBGene00000422	214	ced-8
WBGene00000423	4218	ced-9
WBGene00000424	1373	ced-10
WBGene00000425	495	ced-11
WBGene00000426	3777	ced-12
WBGene00000427	6	ced-13
WBGene00000428	10	ceh-1
WBGene00000429	14	ceh-2
WBGene00000430	17	ceh-5
WBGene00000431	46	ceh-6
WBGene00000432	1	ceh-7
WBGene00000433	17	ceh-8
WBGene00000434	10	ceh-9
WBGene00000435	124	ceh-10
WBGene00000436	2	ceh-12
WBGene00000437	304	ceh-13
WBGene00000438	40	ceh-14
WBGene00000439	168	ceh-16
WBGene00000440	1	ceh-17
WBGene00000441	185	ceh-18
WBGene00000442	45	ceh-19
WBGene00000443	791	ceh-20
WBGene00000444	1423	ceh-21
WBGene00000445	24	ceh-22
WBGene00000446	7	ceh-23
WBGene00000447	16	ceh-24
WBGene00000448	90	pros-1
WBGene00000449	36	ceh-27
WBGene00000450	0	ceh-28
WBGene00000451	17	ceh-30
WBGene00000452	8	ceh-31
WBGene00000453	1034	ceh-32
WBGene00000454	11	ceh-33
WBGene00000455	44	ceh-34
WBGene00000457	8	ceh-36
WBGene00000458	137	ceh-37
WBGene00000459	6720	ceh-38
WBGene00000460	1609	ceh-39
WBGene00000461	501	ceh-40
WBGene00000462	662	ceh-41
WBGene00000463	668	ceh-43
WBGene00000464	812	ceh-44
WBGene00000465	79217	cpg-1
WBGene00000466	4103	cel-1
WBGene00000467	2892	cep-1
WBGene00000468	7	ces-1
WBGene00000469	334	ces-2
WBGene00000472	15803	cey-1
WBGene00000473	59332	cey-2
WBGene00000474	27795	cey-3
WBGene00000475	23715	cey-4
WBGene00000476	51	cfi-1
WBGene00000477	38	cft-1
WBGene00000478	418	cfz-2
WBGene00000479	45280	cgh-1
WBGene00000480	6956	cgp-1
WBGene00000481	53	cha-1
WBGene00000482	1694	chd-3
WBGene00000483	1	che-1
WBGene00000484	12	che-2
WBGene00000485	144	che-3
WBGene00000487	0	che-6
WBGene00000488	31	che-7
WBGene00000490	47	che-11
WBGene00000491	27	che-12
WBGene00000492	30	che-13
WBGene00000493	58	che-14
WBGene00000496	11104	chs-1
WBGene00000497	190	chs-2
WBGene00000498	3472	chk-1
WBGene00000499	205	chk-2
WBGene00000500	4773	chn-1
WBGene00000501	39	cho-1
WBGene00000502	2241	chp-1
WBGene00000503	12452	cht-1
WBGene00000506	1494	cic-1
WBGene00000507	2623	cit-1.1
WBGene00000508	1027	cit-1.2
WBGene00000509	2841	cka-1
WBGene00000510	83	cka-2
WBGene00000511	122	ckb-1
WBGene00000512	474	ckb-2
WBGene00000513	2	ckb-3
WBGene00000514	531	ckb-4
WBGene00000515	157	ckc-1
WBGene00000516	351	cki-1
WBGene00000517	2646	cki-2
WBGene00000518	70	ckk-1
WBGene00000519	3881	cku-70
WBGene00000520	3376	cku-80
WBGene00000521	6	cky-1
WBGene00000522	609	clc-1
WBGene00000523	161	clc-2
WBGene00000524	48	clc-3
WBGene00000525	4	clc-4
WBGene00000526	94	clc-5
WBGene00000527	908	cle-1
WBGene00000528	1881	clh-1
WBGene00000529	32	clh-2
WBGene00000530	1439	clh-3
WBGene00000531	78	clh-4
WBGene00000532	3068	clh-5
WBGene00000533	1912	clh-6
WBGene00000534	8961	cpi-2
WBGene00000535	43082	cpi-1
WBGene00000536	1202	clk-1
WBGene00000537	2573	clk-2
WBGene00000539	46	cln-3.1
WBGene00000540	659	cln-3.2
WBGene00000541	31	cln-3.3
WBGene00000542	8232	clp-1
WBGene00000543	1931	clp-2
WBGene00000544	46	clp-3
WBGene00000545	876	clp-4
WBGene00000546	61	clp-6
WBGene00000547	3451	clp-7
WBGene00000548	5596	clr-1
WBGene00000549	2767	cls-2
WBGene00000550	4946	clu-1
WBGene00000551	13	clx-1
WBGene00000552	13542	cmd-1
WBGene00000553	97	cmk-1
WBGene00000554	1048	cnb-1
WBGene00000555	54	cnc-1
WBGene00000556	2330	cnc-2
WBGene00000557	644	cnc-3
WBGene00000558	2430	cnc-4
WBGene00000559	1	cnc-5
WBGene00000560	402	cnc-6
WBGene00000561	45	cnd-1
WBGene00000562	299	cng-1
WBGene00000563	2	cng-3
WBGene00000564	2091	cnk-1
WBGene00000565	1416	cnt-1
WBGene00000566	1928	cnt-2
WBGene00000567	6847	cnx-1
WBGene00000583	36	cof-2
WBGene00000584	31	cog-1
WBGene00000585	3027	cogc-2
WBGene00000591	1165	coh-1
WBGene00000592	2858	coh-3
WBGene00000593	10	col-2
WBGene00000594	23	col-3
WBGene00000596	2	col-7
WBGene00000597	1692	col-8
WBGene00000598	2	col-9
WBGene00000599	10	col-10
WBGene00000601	10	col-12
WBGene00000602	4	col-13
WBGene00000603	15	col-14
WBGene00000606	26	col-17
WBGene00000608	1960	col-19
WBGene00000609	240	col-20
WBGene00000610	12	col-33
WBGene00000611	136	col-34
WBGene00000612	0	col-35
WBGene00000613	1	col-36
WBGene00000614	0	col-37
WBGene00000615	215	col-38
WBGene00000616	29	col-39
WBGene00000617	1	col-40
WBGene00000618	20	col-41
WBGene00000620	323	col-43
WBGene00000621	1	col-44
WBGene00000622	14	col-45
WBGene00000623	16	col-46
WBGene00000624	1	col-47
WBGene00000625	31	col-48
WBGene00000626	6	col-49
WBGene00000627	6	col-50
WBGene00000628	1	col-51
WBGene00000629	3	col-52
WBGene00000630	44	col-53
WBGene00000631	5	col-54
WBGene00000632	0	col-55
WBGene00000633	6	col-56
WBGene00000634	6	col-58
WBGene00000636	21	col-60
WBGene00000637	1	col-61
WBGene00000638	6	col-62
WBGene00000639	12	col-63
WBGene00000640	41	col-64
WBGene00000641	15	col-65
WBGene00000642	0	col-66
WBGene00000644	89	col-68
WBGene00000645	4	col-69
WBGene00000646	0	H17B01.2
WBGene00000647	106	col-71
WBGene00000648	3	col-72
WBGene00000649	14	col-73
WBGene00000650	47	col-74
WBGene00000651	1	col-75
WBGene00000652	313	col-76
WBGene00000653	12	col-77
WBGene00000654	2	col-78
WBGene00000655	1	col-79
WBGene00000656	478	col-80
WBGene00000657	45	col-81
WBGene00000658	22	col-83
WBGene00000659	20	col-84
WBGene00000660	12	col-85
WBGene00000661	10	col-86
WBGene00000662	5	col-87
WBGene00000663	10	col-88
WBGene00000664	79	col-89
WBGene00000665	13	col-90
WBGene00000666	1	col-91
WBGene00000667	2	col-92
WBGene00000668	69	col-93
WBGene00000669	8	col-94
WBGene00000670	4950	col-95
WBGene00000671	123	col-96
WBGene00000672	21	col-97
WBGene00000673	491	col-98
WBGene00000674	211	col-99
WBGene00000675	2733	col-101
WBGene00000676	2	col-102
WBGene00000677	681	col-103
WBGene00000678	19	col-104
WBGene00000679	6	col-105
WBGene00000680	7192	col-106
WBGene00000681	44	col-107
WBGene00000682	1	col-108
WBGene00000683	11	col-109
WBGene00000684	6	col-110
WBGene00000685	164	col-111
WBGene00000687	72	col-113
WBGene00000688	5	col-114
WBGene00000689	8	col-115
WBGene00000690	292	col-116
WBGene00000691	1	col-117
WBGene00000692	173	col-118
WBGene00000693	3392	col-119
WBGene00000694	20	col-120
WBGene00000695	116	col-121
WBGene00000696	13391	col-122
WBGene00000697	6	col-123
WBGene00000698	546	col-124
WBGene00000699	36	col-125
WBGene00000700	0	col-126
WBGene00000701	0	col-127
WBGene00000702	5	col-128
WBGene00000703	44	col-129
WBGene00000704	9	col-130
WBGene00000705	0	col-131
WBGene00000706	14	col-132
WBGene00000707	11	col-133
WBGene00000708	43	col-135
WBGene00000709	1	col-136
WBGene00000710	3	col-137
WBGene00000711	14	col-138
WBGene00000712	33	col-139
WBGene00000713	1751	col-140
WBGene00000714	4	col-141
WBGene00000715	78	col-142
WBGene00000716	3782	col-143
WBGene00000717	5	col-144
WBGene00000718	3	col-145
WBGene00000719	1	col-146
WBGene00000720	2	col-147
WBGene00000721	1	col-148
WBGene00000722	11	col-149
WBGene00000723	18	col-150
WBGene00000724	4	col-151
WBGene00000725	9	col-152
WBGene00000726	39	col-153
WBGene00000727	9	col-154
WBGene00000728	21	col-155
WBGene00000729	4	col-156
WBGene00000730	6	col-157
WBGene00000731	310	col-158
WBGene00000732	31	col-159
WBGene00000733	214	col-160
WBGene00000734	2	col-161
WBGene00000735	12	col-162
WBGene00000736	12	col-163
WBGene00000737	3	col-164
WBGene00000738	24	col-165
WBGene00000739	259	col-166
WBGene00000740	4	col-167
WBGene00000741	0	col-168
WBGene00000742	5	col-169
WBGene00000743	1	col-170
WBGene00000744	0	col-171
WBGene00000745	11	col-172
WBGene00000746	9	col-173
WBGene00000747	9	col-174
WBGene00000748	5	col-175
WBGene00000749	8	col-176
WBGene00000750	5	col-177
WBGene00000751	796	col-178
WBGene00000752	180	col-179
WBGene00000753	9	col-180
WBGene00000754	8088	col-181
WBGene00000755	3	col-182
WBGene00000756	198	col-183
WBGene00000757	6389	col-184
WBGene00000758	1	col-185
WBGene00000759	19	col-186
WBGene00000760	17	col-187
WBGene00000761	1093	coq-1
WBGene00000762	1424	coq-2
WBGene00000763	839	coq-3
WBGene00000764	732	coq-4
WBGene00000765	2249	coq-5
WBGene00000766	1648	coq-6
WBGene00000767	3055	coq-8
WBGene00000768	112	cor-1
WBGene00000770	3806	cpb-1
WBGene00000771	39	cpb-2
WBGene00000772	9084	cpb-3
WBGene00000773	3582	cpf-1
WBGene00000774	3914	cpf-2
WBGene00000775	172	cpin-1
WBGene00000776	19756	cpl-1
WBGene00000777	11276	cpn-1
WBGene00000778	81	cpn-2
WBGene00000779	2284	cpn-3
WBGene00000780	2166	cpn-4
WBGene00000781	67967	cpr-1
WBGene00000782	353	cpr-2
WBGene00000783	1269	cpr-3
WBGene00000784	23003	cpr-4
WBGene00000785	4356	cpr-5
WBGene00000786	25389	cpr-6
WBGene00000787	1949	cps-6
WBGene00000788	9105	cpz-1
WBGene00000789	4976	cpz-2
WBGene00000792	761	crb-1
WBGene00000793	323	crh-1
WBGene00000794	7553	crn-1
WBGene00000795	980	crn-2
WBGene00000796	5805	crn-3
WBGene00000797	655	crn-4
WBGene00000798	1885	crn-5
WBGene00000799	153	crn-6
WBGene00000800	7795	cars-1
WBGene00000801	513	cars-2
WBGene00000802	41982	crt-1
WBGene00000803	850	csb-1
WBGene00000804	4229	csc-1
WBGene00000812	1644	csk-1
WBGene00000813	2801	csn-1
WBGene00000814	6234	csn-2
WBGene00000815	4313	csn-3
WBGene00000816	1787	csn-4
WBGene00000817	2738	csn-5
WBGene00000818	3747	csn-6
WBGene00000819	31	csp-1
WBGene00000820	13	csp-2
WBGene00000821	10	csp-3
WBGene00000822	1281	csq-1
WBGene00000829	57611	ctb-1
WBGene00000830	2	ctl-1
WBGene00000831	1377	ctl-2
WBGene00000832	1050	ctn-1
WBGene00000833	18477	cts-1
WBGene00000834	3211	cua-1
WBGene00000835	1985	cuc-1
WBGene00000836	4523	cul-1
WBGene00000837	6507	cul-2
WBGene00000838	6214	cul-3
WBGene00000839	3094	cul-4
WBGene00000840	2875	cul-5
WBGene00000841	163	cul-6
WBGene00000843	4594	cup-2
WBGene00000845	139	cup-4
WBGene00000846	4214	cup-5
WBGene00000851	2	cut-1
WBGene00000853	41	cut-6
WBGene00000854	2293	cux-7
WBGene00000857	175	cwn-1
WBGene00000858	69	cwn-2
WBGene00000859	1	cwp-1
WBGene00000860	1	cwp-2
WBGene00000861	0	cwp-3
WBGene00000862	28	cwp-4
WBGene00000863	3748	cya-1
WBGene00000864	26	cya-2
WBGene00000865	20441	cyb-1
WBGene00000866	6092	cyb-2.1
WBGene00000867	9954	cyb-2.2
WBGene00000868	36984	cyb-3
WBGene00000869	5262	cyc-1
WBGene00000870	833	cyd-1
WBGene00000871	5105	cye-1
WBGene00000872	4181	cyk-1
WBGene00000874	2906	cyk-3
WBGene00000875	8345	cyk-4
WBGene00000876	8035	cyl-1
WBGene00000877	3483	cyn-1
WBGene00000878	179	cyn-2
WBGene00000879	8102	cyn-3
WBGene00000880	3287	cyn-4
WBGene00000881	12604	cyn-5
WBGene00000882	746	cyn-6
WBGene00000883	41309	cyn-7
WBGene00000884	2474	cyn-8
WBGene00000885	3220	cyn-9
WBGene00000886	3277	cyn-10
WBGene00000887	2238	cyn-11
WBGene00000888	3313	cyn-12
WBGene00000889	3976	cyn-13
WBGene00000890	2923	sig-7
WBGene00000891	2175	cyn-15
WBGene00000892	526	cyn-16
WBGene00000893	6	cyn-17
WBGene00000894	13104	dab-1
WBGene00000895	31	dac-1
WBGene00000896	7796	dad-1
WBGene00000897	1455	daf-1
WBGene00000898	3480	daf-2
WBGene00000899	938	daf-3
WBGene00000900	1425	daf-4
WBGene00000901	1827	daf-5
WBGene00000902	34	daf-6
WBGene00000903	112	daf-7
WBGene00000904	91	daf-8
WBGene00000905	19	daf-9
WBGene00000906	49	daf-10
WBGene00000907	19	daf-11
WBGene00000908	366	daf-12
WBGene00000910	362	daf-14
WBGene00000911	5417	daf-15
WBGene00000912	7841	daf-16
WBGene00000913	21283	daf-18
WBGene00000914	1186	daf-19
WBGene00000915	44234	hsp-90
WBGene00000917	1166	daf-25
WBGene00000920	130	daf-28
WBGene00000923	3334	daf-31
WBGene00000928	358	dao-2
WBGene00000929	1583	dao-3
WBGene00000930	1	dao-4
WBGene00000931	8466	dao-5
WBGene00000932	40	dao-6
WBGene00000933	1741	dap-3
WBGene00000934	19	dat-1
WBGene00000935	15390	daz-1
WBGene00000936	116	dbl-1
WBGene00000937	2763	dbr-1
WBGene00000938	1158	dcp-66
WBGene00000939	5848	dcr-1
WBGene00000940	2410	dcs-1
WBGene00000941	2033	ddp-1
WBGene00000942	461	deb-1
WBGene00000950	103	deg-1
WBGene00000951	64	deg-3
WBGene00000952	18	del-1
WBGene00000953	61	del-2
WBGene00000955	27	des-2
WBGene00000958	71	dgk-1
WBGene00000959	677	dgk-2
WBGene00000960	20	dgk-3
WBGene00000961	1221	dgn-1
WBGene00000962	15994	dhc-1
WBGene00000963	172	dhp-1
WBGene00000964	113	dhp-2
WBGene00000965	2630	dhs-1
WBGene00000966	716	dhs-2
WBGene00000967	1117	dhs-3
WBGene00000968	21	dhs-4
WBGene00000969	491	dhs-5
WBGene00000970	2748	dhs-6
WBGene00000971	32	dhs-7
WBGene00000972	135	dhs-8
WBGene00000973	866	dhs-9
WBGene00000974	1016	dhs-11
WBGene00000975	1652	dhs-12
WBGene00000976	4541	dhs-13
WBGene00000977	265	dhs-14
WBGene00000978	18	dhs-15
WBGene00000979	18	dhs-16
WBGene00000980	745	dhs-17
WBGene00000981	473	dhs-18
WBGene00000982	1855	dhs-19
WBGene00000983	424	dhs-20
WBGene00000984	624	dhs-21
WBGene00000985	8040	dhs-22
WBGene00000986	123	dhs-23
WBGene00000987	440	dhs-24
WBGene00000988	345	dhs-25
WBGene00000989	1869	dhs-26
WBGene00000990	394	dhs-27
WBGene00000991	1870	dhs-28
WBGene00000992	209	dhs-29
WBGene00000993	1032	dhs-30
WBGene00000994	1410	ints-6
WBGene00000995	1711	die-1
WBGene00000996	3064	dif-1
WBGene00000998	829	dig-1
WBGene00001000	935	dim-1
WBGene00001001	3620	dis-3
WBGene00001002	3308	div-1
WBGene00001005	12339	dlc-1
WBGene00001006	2439	dlg-1
WBGene00001007	3219	dli-1
WBGene00001008	748	dlk-1
WBGene00001016	4192	dna-2
WBGene00001017	4270	dnc-1
WBGene00001018	4097	dnc-2
WBGene00001019	2850	dnj-1
WBGene00001020	1489	dnj-2
WBGene00001021	818	dnj-3
WBGene00001022	1491	dnj-4
WBGene00001023	16341	dnj-5
WBGene00001025	1345	dnj-7
WBGene00001026	4392	dnj-8
WBGene00001027	1624	dnj-9
WBGene00001028	2552	dnj-10
WBGene00001029	12491	dnj-11
WBGene00001030	12058	dnj-12
WBGene00001031	5487	dnj-13
WBGene00001032	1402	dnj-14
WBGene00001033	2248	dnj-15
WBGene00001034	1838	dnj-16
WBGene00001035	3844	dnj-17
WBGene00001036	2816	dnj-18
WBGene00001037	10278	dnj-19
WBGene00001038	5366	dnj-20
WBGene00001039	832	dnj-21
WBGene00001040	5554	dnj-22
WBGene00001041	4336	dnj-23
WBGene00001042	115	dnj-24
WBGene00001043	2147	dnj-25
WBGene00001044	1495	dnj-26
WBGene00001045	1093	dnj-27
WBGene00001046	1697	dnj-28
WBGene00001047	5598	dnj-29
WBGene00001048	2931	dnj-30
WBGene00001049	2522	dog-1
WBGene00001050	1202	dom-3
WBGene00001051	11794	cks-1
WBGene00001052	65	dop-1
WBGene00001053	113	dop-2
WBGene00001054	51	dpf-1
WBGene00001055	255	dpf-2
WBGene00001056	10569	dpf-3
WBGene00001057	2943	dpf-4
WBGene00001058	5595	dpf-5
WBGene00001059	64	dpf-6
WBGene00001060	2998	dpf-7
WBGene00001061	3475	dpl-1
WBGene00001062	0	dpr-1
WBGene00001063	34	dpy-1
WBGene00001064	141	dpy-2
WBGene00001065	111	dpy-3
WBGene00001066	24	dpy-4
WBGene00001067	21	dpy-5
WBGene00001068	10	dpy-6
WBGene00001069	97	dpy-7
WBGene00001070	21	dpy-8
WBGene00001071	34	dpy-9
WBGene00001072	380	dpy-10
WBGene00001073	6045	dpy-11
WBGene00001074	21	dpy-13
WBGene00001075	3643	dpy-14
WBGene00001076	2165	dpy-17
WBGene00001077	1338	dpy-18
WBGene00001078	362	dpy-19
WBGene00001079	3	dpy-20
WBGene00001080	2217	dpy-21
WBGene00001081	3623	dpy-22
WBGene00001082	1320	dpy-23
WBGene00001085	3879	dpy-26
WBGene00001086	2424	dpy-27
WBGene00001087	3716	dpy-28
WBGene00001088	5802	dpy-30
WBGene00001089	733	dre-1
WBGene00001090	1796	drh-1
WBGene00001091	2854	drh-2
WBGene00001092	2916	dro-1
