Geneid	"RNA STAR on data 17, data 15, and data 9: mapped.bam"	Public Name
WBGene00008944	974	F19B2.5
WBGene00008945	222	F19B2.6
WBGene00008946	5	F19B2.7
WBGene00008947	1	srz-16
WBGene00008948	19507	F19B6.1
WBGene00008949	23	F19B6.3
WBGene00008950	3	wht-5
WBGene00008951	1136	F19C6.2
WBGene00008952	115	F19C6.3
WBGene00008953	283	F19C6.4
WBGene00008954	66	F19C6.5
WBGene00008955	109	F19D8.2
WBGene00008956	263	nekl-3
WBGene00008957	65	glb-13
WBGene00008958	206	rif-1.2
WBGene00008959	3190	srdf-2.1
WBGene00008960	3	F19H6.5
WBGene00008961	1	F19H6.6
WBGene00008963	323	pugs-2
WBGene00008964	648	mltn-9
WBGene00008965	30	mltn-10
WBGene00008966	3	F20B10.2
WBGene00008967	14	F20B10.3
WBGene00008968	8650	elli-1
WBGene00008969	385	cdc-50.B
WBGene00008970	161	F20C5.5
WBGene00008971	1516	F20C5.6
WBGene00008972	0	F20C5.7
WBGene00008973	4064	flwr-1
WBGene00008974	2684	tbc-1
WBGene00008975	7839	F20D1.3
WBGene00008976	38	plp-2
WBGene00008977	51	iglr-1
WBGene00008978	86	cutl-3
WBGene00008979	1184	slc-25A18.1
WBGene00008980	691	emre-1
WBGene00008981	1	srz-48
WBGene00008982	0	srsx-2
WBGene00008983	1	F20E11.5
WBGene00008984	1	F20E11.7
WBGene00008985	39	F20G2.1
WBGene00008986	1315	F20G2.2
WBGene00008987	301	F20G2.3
WBGene00008988	44	F20G2.5
WBGene00008989	12	F20G2.6
WBGene00008990	12240	smgl-1
WBGene00008991	1444	F20G4.2
WBGene00008992	2	F21A3.2
WBGene00008993	264	F21A3.3
WBGene00008994	16	F21A3.4
WBGene00008995	1618	prde-1
WBGene00008996	41	glb-14
WBGene00008997	105	lgc-31
WBGene00008998	47	ncs-4
WBGene00008999	10496	myrf-2
WBGene00009000	35	arrd-28
WBGene00009001	25	tyr-3
WBGene00009002	3923	hint-1
WBGene00009004	5585	pfd-6
WBGene00009005	12	F21C3.6
WBGene00009006	20344	pgm-3
WBGene00009007	12587	otub-3
WBGene00009008	1367	F21D5.3
WBGene00009009	371	F21D5.4
WBGene00009010	3422	F21D5.5
WBGene00009011	6086	F21D5.6
WBGene00009012	12421	F21D5.7
WBGene00009013	1282	mrps-33
WBGene00009014	41	F21D5.9
WBGene00009015	65	F21D9.1
WBGene00009016	8	F21D9.2
WBGene00009017	1	F21D9.3
WBGene00009018	15	F21D9.4
WBGene00009019	118	F21D9.5
WBGene00009020	362	F21D9.6
WBGene00009021	2	F21D9.8
WBGene00009023	268	F21G4.1
WBGene00009024	2	F21G4.3
WBGene00009025	584	phf-34
WBGene00009026	107	F21G4.5
WBGene00009027	1547	htt-1
WBGene00009028	121	F21H7.2
WBGene00009029	34	F21H7.3
WBGene00009030	7	clec-233
WBGene00009031	15	F21H7.5
WBGene00009032	3	bgnt-1.3
WBGene00009033	90	F21H7.12
WBGene00009035	58207	gfat-2
WBGene00009036	3	F22B3.5
WBGene00009038	1	F22B3.7
WBGene00009039	6	F22B3.8
WBGene00009041	30	cut-3
WBGene00009042	14	F22B5.4
WBGene00009043	28	F22B5.5
WBGene00009044	83	F22B5.6
WBGene00009045	6637	F22B5.10
WBGene00009046	1	F22B8.3
WBGene00009047	294	F22B8.4
WBGene00009048	4649	cth-1
WBGene00009049	2523	F22B8.7
WBGene00009050	43464	mstr-1
WBGene00009051	3916	nduf-6
WBGene00009052	8441	ekl-1
WBGene00009054	1161	F22D6.9
WBGene00009055	240	F22D6.14
WBGene00009056	43	F22D6.15
WBGene00009057	862	cept-1
WBGene00009058	1579	F22E12.1
WBGene00009059	108	chw-1
WBGene00009060	17	F22E12.3
WBGene00009061	71	pals-14
WBGene00009063	37	F22G12.3
WBGene00009064	6519	F22G12.4
WBGene00009065	24026	F22G12.5
WBGene00009067	96	F23A7.1
WBGene00009068	114	F23A7.3
WBGene00009069	638	F23A7.4
WBGene00009070	43	F23A7.5
WBGene00009071	374	F23A7.6
WBGene00009073	7	delm-1
WBGene00009075	19	F23B2.7
WBGene00009076	0	F23B2.8
WBGene00009077	5	F23B2.10
WBGene00009078	1681	rpb-12
WBGene00009079	3	F23B12.1
WBGene00009081	640	F23B12.4
WBGene00009082	21615	dlat-1
WBGene00009084	15380	F23B12.7
WBGene00009085	6	F23D12.1
WBGene00009086	2059	F23D12.2
WBGene00009087	158	F23D12.3
WBGene00009088	214	F23D12.4
WBGene00009089	722	jmjd-3.2
WBGene00009090	74	fipr-3
WBGene00009091	193	F23D12.7
WBGene00009092	5303	tomm-20
WBGene00009093	279	F23H12.3
WBGene00009094	81	F23H12.5
WBGene00009095	32	F23H12.7
WBGene00009096	336	fipr-1
WBGene00009097	261	fipr-2
WBGene00009098	13238	ehbp-1
WBGene00009099	10	F25B3.2
WBGene00009100	107	rgef-1
WBGene00009101	51	F25B3.4
WBGene00009102	121	F25B3.5
WBGene00009103	24771	rtfo-1
WBGene00009104	41	F25C8.1
WBGene00009106	792	acs-12
WBGene00009107	8	txt-10
WBGene00009108	4	F25D1.3
WBGene00009109	50	degt-1
WBGene00009110	172	F25D1.5
WBGene00009112	11735	tag-353
WBGene00009113	11187	maph-1.2
WBGene00009114	13	paml-2
WBGene00009115	71	F25F2.1
WBGene00009116	1805	snx-27
WBGene00009117	15	F25H2.3
WBGene00009118	6852	F25H2.4
WBGene00009119	73155	ndk-1
WBGene00009120	9525	F25H2.6
WBGene00009121	1217	F25H2.7
WBGene00009122	0	tct-1
WBGene00009123	2605	F25H2.12
WBGene00009124	6458	rtel-1
WBGene00009125	80	F25H5.2
WBGene00009126	30576	pyk-1
WBGene00009127	9397	clsp-1
WBGene00009128	966	mrpl-54
WBGene00009129	22	F25H5.7
WBGene00009130	904	F25H5.8
WBGene00009131	3189	trmt-10A
WBGene00009132	6308	F25H8.2
WBGene00009133	489	bed-3
WBGene00009134	6	lurp-2
WBGene00009135	473	F25H9.2
WBGene00009136	7	lurp-3
WBGene00009137	317	bath-39
WBGene00009138	2564	F25H9.6
WBGene00009139	864	F25H9.7
WBGene00009140	2115	F26A3.1
WBGene00009141	7031	ncbp-2
WBGene00009142	987	F26A3.4
WBGene00009143	15	F26A3.5
WBGene00009144	53	del-3
WBGene00009145	2572	F26A3.7
WBGene00009146	52	F26C11.1
WBGene00009147	3	F26C11.3
WBGene00009148	18	F26D2.3
WBGene00009149	6	F26D2.10
WBGene00009150	2	clec-234
WBGene00009151	0	F26D2.13
WBGene00009152	0	F26D2.14
WBGene00009153	33	F26D2.15
WBGene00009154	9	F26D2.16
WBGene00009155	25	lhfp-4
WBGene00009156	272	clec-196
WBGene00009157	280	F26E4.2
WBGene00009158	220	F26E4.3
WBGene00009159	6887	F26E4.4
WBGene00009160	16	F26E4.5
WBGene00009161	9918	cox-7C
WBGene00009162	754	F26E4.7
WBGene00009163	11909	drsh-1
WBGene00009164	15486	hrdl-1
WBGene00009165	437	gpx-1
WBGene00009166	53	F26F2.1
WBGene00009167	0	F26F2.2
WBGene00009168	14	F26F2.3
WBGene00009169	1	F26F2.4
WBGene00009170	25	F26F2.5
WBGene00009171	3	clec-263
WBGene00009172	7346	F26F2.7
WBGene00009173	6191	prom-1
WBGene00009174	8289	phac-1
WBGene00009176	1184	nmat-2
WBGene00009177	7419	F26H9.5
WBGene00009178	62	uggt-2
WBGene00009179	3769	kbp-3
WBGene00009180	31441	nurf-1
WBGene00009182	1101	F26H11.4
WBGene00009183	18	F27C8.2
WBGene00009184	1	F27C8.3
WBGene00009185	5	pei-1
WBGene00009186	40032	trcs-1
WBGene00009187	12776	etfa-1
WBGene00009188	10265	lsy-22
WBGene00009189	11291	F27D4.4
WBGene00009190	798	F27D4.6
WBGene00009191	1747	F27D4.7
WBGene00009192	1764	asah-2
WBGene00009193	12	F27E5.3
WBGene00009194	7	F27E5.5
WBGene00009195	0	hpo-33
WBGene00009196	2	F28B1.2
WBGene00009197	2	F28B1.3
WBGene00009200	6193	F28C1.1
WBGene00009201	4738	F28C1.3
WBGene00009202	1371	aptf-4
WBGene00009203	4289	aptf-3
WBGene00009204	3019	pigg-1
WBGene00009205	48	F28C6.5
WBGene00009206	0	B0513.t1
WBGene00009207	2493	F28C6.8
WBGene00009208	4	cepr-104.3
WBGene00009209	124	F28C6.10
WBGene00009210	0	F28C12.6
WBGene00009211	6869	wdr-46
WBGene00009212	4255	atz-1
WBGene00009213	781	thn-1
WBGene00009214	3	thn-3
WBGene00009215	12502	thn-2
WBGene00009216	130	F28D1.6
WBGene00009217	7	spe-45
WBGene00009218	1270	acs-20
WBGene00009219	1971	dpm-3
WBGene00009220	831	F28D9.4
WBGene00009221	8892	acs-2
WBGene00009222	1938	fbxa-95
WBGene00009223	3070	mdt-28
WBGene00009224	483	F28F8.7
WBGene00009225	83	fbxa-94
WBGene00009226	325	cyp-37B1
WBGene00009227	4	F28G4.2
WBGene00009228	0	F28G4.3
WBGene00009229	1	F28G4.4
WBGene00009230	4	oac-18
WBGene00009231	220	ceh-89
WBGene00009232	16	nkat-1
WBGene00009233	3183	F28H6.4
WBGene00009234	1091	F28H6.6
WBGene00009235	0	F28H6.7
WBGene00009236	4	F28H7.2
WBGene00009237	861	F28H7.3
WBGene00009238	45	selt-1.2
WBGene00009239	58	irld-6
WBGene00009240	8	F28H7.7
WBGene00009241	230	F28H7.8
WBGene00009242	11	sre-6
WBGene00009243	832	F29C6.1
WBGene00009245	18655	rict-1
WBGene00009246	7774	gfm-1
WBGene00009247	29	bath-45
WBGene00009248	5	F29C12.6
WBGene00009249	2	F29C12.7
WBGene00009250	17	F29D10.1
WBGene00009251	5	F29D10.2
WBGene00009252	11	F29D10.3
WBGene00009254	15792	capg-1
WBGene00009255	12	ugt-34
WBGene00009256	2362	tut-2
WBGene00009257	14	F29G6.1
WBGene00009258	39	ccdc-149
WBGene00009259	11600	hpo-34
WBGene00009260	363	calm-1
WBGene00009261	10	F30A10.2
WBGene00009262	8720	F30A10.3
WBGene00009263	6	F30A10.4
WBGene00009264	12035	sacm-1L
WBGene00009266	4048	F30A10.9
WBGene00009267	16788	usp-48
WBGene00009268	21	F30A10.11
WBGene00009269	2	F30A10.12
WBGene00009270	15413	F30F8.1
WBGene00009271	418	glna-3
WBGene00009272	8044	gras-1
WBGene00009274	118	F30F8.5
WBGene00009276	2604	F30F8.9
WBGene00009277	7935	F30F8.10
WBGene00009278	15	npr-33
WBGene00009279	0	F31B9.2
WBGene00009280	1113	F31B9.3
WBGene00009281	0	F31B9.4
WBGene00009283	12	F31B12.4
WBGene00009284	10947	gldr-2
WBGene00009285	23556	bltp-2
WBGene00009286	8062	zipt-1
WBGene00009287	3703	psf-2
WBGene00009288	359	F31C3.6
WBGene00009289	3133	exos-7
WBGene00009290	9611	F31D4.2
WBGene00009291	939	clec-264
WBGene00009292	154	F31D4.5
WBGene00009293	90	F31D4.8
WBGene00009294	2876	ndua-1
WBGene00009295	127	fbxa-180
WBGene00009296	46	F31E9.3
WBGene00009297	40	sdz-16
WBGene00009298	0	srz-58
WBGene00009299	360	F31E9.6
WBGene00009300	567	F31F6.1
WBGene00009301	717	F31F6.2
WBGene00009302	240	F31F6.3
WBGene00009303	2	lips-8
WBGene00009304	238	eva-1
WBGene00009305	5278	metl-17
WBGene00009306	3523	maph-1.1
WBGene00009307	7319	F32A11.1
WBGene00009308	147	spe-18
WBGene00009309	8	F32A11.4
WBGene00009310	64	F32A11.5
WBGene00009311	262	mltn-1
WBGene00009312	11	F32B4.1
WBGene00009313	13	F32B4.2
WBGene00009314	4170	phm-2
WBGene00009315	122	F32B4.5
WBGene00009316	5	abhd-11.1
WBGene00009318	53	F32B4.8
WBGene00009319	7989	mccc-1
WBGene00009320	2876	prp-18
WBGene00009321	2	F32B6.4
WBGene00009322	8069	tbc-3
WBGene00009323	683	best-13
WBGene00009324	13	ttbk-3
WBGene00009325	43	F32D8.15
WBGene00009326	10	F32D8.1
WBGene00009327	5	F32D8.2
WBGene00009328	26	F32D8.3
WBGene00009329	2554	F32D8.4
WBGene00009330	1616	F32D8.5
WBGene00009331	59	F32D8.7
WBGene00009332	8	F32D8.8
WBGene00009333	181	zzz-1
WBGene00009334	1823	F32D8.12
WBGene00009335	231	F32D8.13
WBGene00009336	3721	F32D8.14
WBGene00009337	1150	uig-1
WBGene00009338	10	F32G8.2
WBGene00009339	12	F32G8.3
WBGene00009340	1374	best-14
WBGene00009341	5669	thoc-3
WBGene00009342	22785	fasn-1
WBGene00009343	358	F32H2.6
WBGene00009344	4	F32H2.7
WBGene00009345	11	F32H2.8
WBGene00009346	2509	F32H2.10
WBGene00009347	1165	F32H5.1
WBGene00009349	557	F32H5.3
WBGene00009350	114	F32H5.4
WBGene00009352	5027	F33A8.4
WBGene00009353	5230	sdhd-1
WBGene00009354	166	ilkp-1
WBGene00009355	12	F33A8.7
WBGene00009356	31	srlf-15
WBGene00009357	14	F33C8.2
WBGene00009358	52	F33C8.4
WBGene00009359	13	clec-102
WBGene00009360	23	F33E2.4
WBGene00009361	769	F33E2.5
WBGene00009362	15	F33E2.6
WBGene00009363	6	F33E2.7
WBGene00009364	10581	wbp-11
WBGene00009365	25993	gsox-1
WBGene00009366	10431	F33H2.2
WBGene00009367	6508	F33H2.3
WBGene00009368	27422	pole-1
WBGene00009369	2714	F33H2.6
WBGene00009370	1277	set-10
WBGene00009371	165	F33H2.8
WBGene00009372	10636	evl-18
WBGene00009373	107	F34D10.3
WBGene00009374	6650	F34D10.4
WBGene00009375	136	arcp-1
WBGene00009377	75	F34D10.8
WBGene00009378	0	F34H10.1
WBGene00009380	1280	F34H10.3
WBGene00009381	37	F34H10.4
WBGene00009382	31	F34H10.5
WBGene00009383	1221	idpp-16
WBGene00009384	171	piit-1
WBGene00009385	10413	sas-5
WBGene00009386	276	tag-290
WBGene00009387	28	glb-15
WBGene00009388	980	F35B12.9
WBGene00009389	273	F35B12.10
WBGene00009390	24	F35C5.1
WBGene00009391	1	F35C5.3
WBGene00009392	2	F35C5.4
WBGene00009393	3806	clec-62
WBGene00009394	36320	clec-63
WBGene00009395	2	clec-64
WBGene00009396	3577	clec-65
WBGene00009397	509	clec-66
WBGene00009398	1	nspb-11
WBGene00009399	15	ddn-2
WBGene00009400	16	spig-16
WBGene00009401	8	F35C11.2
WBGene00009402	0	F35C11.3
WBGene00009403	270	F35C11.4
WBGene00009404	10039	F35C11.5
WBGene00009405	270	F35C11.6
WBGene00009406	42	F35C11.7
WBGene00009408	10	F35C12.3
WBGene00009409	0	F35E2.1
WBGene00009410	59	F35E2.2
WBGene00009411	1	F35E2.3
WBGene00009412	95	F35E2.5
WBGene00009413	2	oac-19
WBGene00009414	9	F35E2.7
WBGene00009415	52	F35E2.8
WBGene00009416	58	try-16
WBGene00009417	0	F35E8.1
WBGene00009418	3	F35E8.2
WBGene00009419	0	F35E8.4
WBGene00009420	0	F35E8.6
WBGene00009421	1	F35E8.7
WBGene00009422	1	F35E8.9
WBGene00009423	9	F35E8.10
WBGene00009424	5	F35E8.13
WBGene00009425	50	scl-16
WBGene00009426	42	F35E12.2
WBGene00009427	296	fbxa-181
WBGene00009428	194	F35E12.4
WBGene00009429	2990	irg-5
WBGene00009430	12435	F35E12.6
WBGene00009431	251	dct-17
WBGene00009432	527	cld-9
WBGene00009433	502	F35E12.9
WBGene00009434	2437	F35E12.10
WBGene00009435	22033	F35G2.1
WBGene00009436	3430	marb-1
WBGene00009437	156	F35G2.3
WBGene00009438	3	F35G2.5
WBGene00009439	3617	mlcd-1
WBGene00009440	20926	idhg-1
WBGene00009441	9220	wdr-48
WBGene00009442	2495	F35G12.5
WBGene00009443	616	F35G12.7
WBGene00009444	3436	erh-2
WBGene00009445	7651	F35G12.12
WBGene00009446	2	F35H8.1
WBGene00009447	216	F35H8.2
WBGene00009448	6454	zfp-2
WBGene00009449	28	F35H8.4
WBGene00009450	4306	ugt-58
WBGene00009451	14664	cids-2
WBGene00009452	5622	F36A2.2
WBGene00009453	2057	F36A2.3
WBGene00009454	15791	F36A2.7
WBGene00009455	1799	phip-1
WBGene00009456	10545	F36A2.9
WBGene00009457	21	F36A2.10
WBGene00009458	5	F36A2.11
WBGene00009459	18	F36A2.12
WBGene00009460	54735	ubr-5
WBGene00009461	664	madf-2
WBGene00009462	3	sre-22
WBGene00009463	0	F36D1.4
WBGene00009464	1	F36D1.5
WBGene00009465	3	F36D1.6
WBGene00009466	209	spex-2
WBGene00009467	3	F36D1.8
WBGene00009468	231	F36D1.9
WBGene00009469	1786	F36D3.1
WBGene00009470	6	F36D3.4
WBGene00009471	4	F36D3.5
WBGene00009472	2	F36D3.7
WBGene00009473	0	F36D3.8
WBGene00009474	4	clec-235
WBGene00009475	284	F36F2.1
WBGene00009476	1171	F36F2.2
WBGene00009477	24554	rbpl-1
WBGene00009478	3957	syx-7
WBGene00009479	11666	fcp-1
WBGene00009480	63	F36F2.7
WBGene00009481	6	F36F2.8
WBGene00009482	827	F36G3.1
WBGene00009483	279	F36G3.2
WBGene00009484	54	F36G3.3
WBGene00009485	151	F36G9.3
WBGene00009486	31	F36G9.7
WBGene00009487	1	clec-232
WBGene00009488	64	oac-20
WBGene00009489	2	F36G9.13
WBGene00009490	11	fbxa-99
WBGene00009491	0	F36G9.15
WBGene00009492	5	F36H1.3
WBGene00009493	41	hrg-4
WBGene00009494	9	hrg-5
WBGene00009495	27	hrg-6
WBGene00009496	4	F36H1.11
WBGene00009497	21	F36H1.12
WBGene00009498	15888	tat-5
WBGene00009499	9310	ent-6
WBGene00009500	234	cfh-1
WBGene00009501	2	F37A8.1
WBGene00009502	3	F37A8.2
WBGene00009503	585	F37A8.5
WBGene00009504	101	F37B12.1
WBGene00009505	6687	F37B12.3
WBGene00009507	11883	mus-101
WBGene00009508	13939	row-1
WBGene00009509	25	F37D6.3
WBGene00009510	34	F37D6.4
WBGene00009511	187	F37H8.2
WBGene00009512	1035	bigr-1
WBGene00009513	10	sfxn-1.2
WBGene00009514	6551	F37H8.5
WBGene00009515	109	clec-170
WBGene00009517	7	clec-167
WBGene00009518	1292	clec-166
WBGene00009519	11	F38A1.6
WBGene00009520	5	clec-168
WBGene00009521	5514	F38A1.8
WBGene00009522	49	F38A1.9
WBGene00009523	81	clec-165
WBGene00009524	12	F38A1.11
WBGene00009525	0	F38A1.13
WBGene00009526	185	clec-169
WBGene00009527	0	C02B4.t1
WBGene00009528	34	F38A6.4
WBGene00009529	11	F38B2.2
WBGene00009530	42	F38B2.3
WBGene00009531	406	F38B2.4
WBGene00009532	1957	ccch-1
WBGene00009533	125	F38B7.2
WBGene00009534	1601	F38B7.3
WBGene00009535	2	F38C2.1
WBGene00009536	8	F38C2.4
WBGene00009537	205	ccch-2
WBGene00009538	0	clec-191
WBGene00009539	154	F38C2.7
WBGene00009540	5	hlh-31
WBGene00009541	28	cutl-17
WBGene00009542	21771	copb-2
WBGene00009543	38	F38E11.6
WBGene00009544	171	F38E11.9
WBGene00009546	274	fbxb-3
WBGene00009547	144	F38H4.3
WBGene00009548	7	F38H4.4
WBGene00009549	58	F38H4.5
WBGene00009550	1	F38H4.6
WBGene00009551	3259	mob-1
WBGene00009552	4649	piki-1
WBGene00009553	17773	hinf-1
WBGene00009554	2097	F39B2.3
WBGene00009555	0	C02B4.t2
WBGene00009556	1347	F39B2.5
WBGene00009557	1338	mtcu-1
WBGene00009558	402	gpr-158
WBGene00009559	6540	mtx-1
WBGene00009560	59	psa-3
WBGene00009561	20	F39D8.3
WBGene00009562	811	flp-22
WBGene00009563	3322	F39H2.3
WBGene00009565	4041	F39H11.1
WBGene00009566	0	srsx-1
WBGene00009567	0	srbc-25
WBGene00009568	0	srbc-26
WBGene00009569	0	srz-66
WBGene00009570	2	srz-65
WBGene00009571	9	F40D4.12
WBGene00009572	118	F40D4.13
WBGene00009573	124	F40E10.5
WBGene00009574	5133	tmem-184
WBGene00009575	7191	F40F8.1
WBGene00009576	138	F40F8.3
WBGene00009577	457	F40F8.4
WBGene00009578	8724	F40F8.5
WBGene00009579	40	arrd-6
WBGene00009580	8576	xbx-6
WBGene00009581	7	F40F9.3
WBGene00009582	754	slcr-46.3
WBGene00009583	24550	aagr-3
WBGene00009584	7573	drap-1
WBGene00009585	2	cal-7
WBGene00009586	56	F40F9.10
WBGene00009587	13506	mig-38
WBGene00009588	3601	F40F11.3
WBGene00009589	34	spe-36
WBGene00009590	0	ttr-4
WBGene00009592	11	F40F12.3
WBGene00009593	19	mam-7
WBGene00009594	24853	cyld-1
WBGene00009595	1039	cbp-3
WBGene00009596	1	sre-8
WBGene00009597	2	F40G12.2
WBGene00009598	1	F40G12.3
WBGene00009599	10	F40G12.4
WBGene00009600	53	F40G12.5
WBGene00009601	12	F40G12.6
WBGene00009602	13	F40G12.7
WBGene00009603	6	srt-33
WBGene00009604	1	F40G12.9
WBGene00009605	10	F40G12.10
WBGene00009606	4098	F40G12.11
WBGene00009607	5	oac-26
WBGene00009608	1	nhr-265
WBGene00009609	0	oac-27
WBGene00009610	0	oac-28
WBGene00009611	0	F41D3.6
WBGene00009612	2	F41D3.7
WBGene00009613	0	F41D3.8
WBGene00009614	16	F41D3.9
WBGene00009615	1	oac-25
WBGene00009616	3	F41D3.11
WBGene00009617	706	slc-9B.1
WBGene00009618	477	F41E7.2
WBGene00009619	40	npr-6
WBGene00009620	1714	fip-5
WBGene00009621	907	fipr-21
WBGene00009622	32	F41E7.6
WBGene00009623	63	F41E7.7
WBGene00009624	795	cnc-8
WBGene00009625	9	F41E7.9
WBGene00009626	740	F42A8.1
WBGene00009627	4555	cup-15
WBGene00009628	1791	tatn-1
WBGene00009629	228	sprr-2
WBGene00009630	4	F42E8.1
WBGene00009631	1	F42E8.2
WBGene00009632	2780	ttyh-1
WBGene00009633	1	F42E11.3
WBGene00009634	416	nspc-9
WBGene00009635	717	srdf-2.2
WBGene00009636	551	F42F12.4
WBGene00009637	438	nspc-13
WBGene00009638	894	nspc-14
WBGene00009639	0	nspc-15
WBGene00009640	1190	nspc-10
WBGene00009641	25	F42G4.2
WBGene00009642	521	F42G4.5
WBGene00009643	7	F42G4.6
WBGene00009644	98	F42G4.7
WBGene00009645	207	F42G10.1
WBGene00009646	6	F42H11.1
WBGene00009647	164	phlp-2
WBGene00009648	1654	zhit-2
WBGene00009649	69	F43C1.5
WBGene00009650	5311	ccnk-1
WBGene00009651	1689	F43D2.2
WBGene00009652	19	F43D2.3
WBGene00009653	246	ptr-25
WBGene00009654	5086	sly-1
WBGene00009656	1525	F43G6.3
WBGene00009657	443	F43G6.4
WBGene00009658	712	pap-3
WBGene00009659	992	F43G6.7
WBGene00009660	454	F43G6.8
WBGene00009661	39920	patr-1
WBGene00009662	873	F43G6.10
WBGene00009663	463	hda-5
WBGene00009664	17037	idha-1
WBGene00009665	2601	lmd-1
WBGene00009666	1443	slc-25A42
WBGene00009667	3984	F43G9.4
WBGene00009668	5769	cfim-1
WBGene00009670	5	F43G9.8
WBGene00009671	12906	mfap-1
WBGene00009672	6556	mog-7
WBGene00009673	1628	F43G9.13
WBGene00009674	3014	nucb-1
WBGene00009675	27	F44A6.3
WBGene00009676	342	F44A6.4
WBGene00009677	144	F44A6.5
WBGene00009678	1641	magu-4
WBGene00009679	188	F44D12.2
WBGene00009680	0	msd-1
WBGene00009681	20	gipc-2
WBGene00009682	0	msd-2
WBGene00009683	5	F44D12.6
WBGene00009684	0	msd-3
WBGene00009685	6	F44D12.8
WBGene00009686	385	ent-7
WBGene00009687	1	F44D12.10
WBGene00009688	7955	F44E5.1
WBGene00009689	23	F44E5.2
WBGene00009690	20	F44E5.3
WBGene00009691	1	F44E5.4
WBGene00009692	4	F44E5.5
WBGene00009693	4	F44F1.1
WBGene00009695	1	clp-8
WBGene00009696	473	F44F1.4
WBGene00009697	571	F44F1.5
WBGene00009698	621	F44F1.6
WBGene00009700	64	lurp-1
WBGene00009701	17010	egg-3
WBGene00009702	139	F44F4.3
WBGene00009704	2	F44F4.9
WBGene00009705	14	F44F4.10
WBGene00009706	4166	argk-1
WBGene00009707	1	srxa-16
WBGene00009708	9	F44G3.7
WBGene00009709	25	fbxa-144
WBGene00009710	8	clc-11
WBGene00009711	9088	F44G4.1
WBGene00009712	8296	ndub-2
WBGene00009713	759	F44G4.3
WBGene00009714	2	F44G4.5
WBGene00009715	16	F44G4.6
WBGene00009716	15	F44G4.7
WBGene00009717	1500	dep-1
WBGene00009720	4	idpp-3
WBGene00009721	88	F45D3.1
WBGene00009722	206	F45D3.2
WBGene00009723	1125	F45D3.3
WBGene00009724	28833	F45D3.4
WBGene00009725	10	F45E6.1
WBGene00009726	1203	tbc-13
WBGene00009727	105	lips-1
WBGene00009728	60	sdz-19
WBGene00009729	387	F45E10.2
WBGene00009730	285	myo-6
WBGene00009731	7350	exo-1
WBGene00009732	5205	cope-1
WBGene00009733	1332	F45G2.7
WBGene00009734	1510	F45G2.8
WBGene00009735	435	F45G2.9
WBGene00009736	2712	ciao-2B
WBGene00009738	126	hecw-1
WBGene00009739	4173	F45H10.2
WBGene00009740	6229	ndua-7
WBGene00009741	346	drr-1
WBGene00009742	22	F45H10.5
WBGene00009743	317	sptf-1
WBGene00009744	7570	hpo-35
WBGene00009745	1045	cox-19
WBGene00009746	1	F46A8.3
WBGene00009747	1	F46A8.4
WBGene00009748	2	F46A8.5
WBGene00009749	1	F46A8.6
WBGene00009750	0	F46A8.7
WBGene00009751	4	F46A8.8
WBGene00009752	1	F46A8.9
WBGene00009753	0	scrm-6
WBGene00009754	7	F46A9.1
WBGene00009755	1	F46A9.2
WBGene00009756	144	F46B3.1
WBGene00009757	14	F46B3.2
WBGene00009758	1	ttr-11
WBGene00009759	0	ttr-12
WBGene00009760	3	F46B3.7
WBGene00009761	0	F46B3.8
WBGene00009762	2	F46B3.9
WBGene00009763	0	srz-18
WBGene00009764	1	srz-17
WBGene00009765	0	F46B3.14
WBGene00009766	4	F46B3.15
WBGene00009767	11	F46B3.16
WBGene00009768	6	F46B6.2
WBGene00009769	3069	F46B6.4
WBGene00009770	18955	F46B6.5
WBGene00009771	5367	F46B6.6
WBGene00009772	54542	ztf-7
WBGene00009773	1100	lipl-2
WBGene00009774	18	F46B6.9
WBGene00009775	0	F46B6.10
WBGene00009776	3803	F46B6.12
WBGene00009777	237	F46C3.2
WBGene00009778	604	F46C5.1
WBGene00009779	49	F46C5.2
WBGene00009780	15	F46C5.4
WBGene00009781	291	F46C5.6
WBGene00009782	0	F46C5.7
WBGene00009783	5409	rer-1
WBGene00009784	8482	F46C5.9
WBGene00009785	172	F46C5.10
WBGene00009786	44	F46F2.1
WBGene00009787	949	F46F2.3
WBGene00009788	27	F46F2.4
WBGene00009789	200	F46F2.5
WBGene00009790	205	lgc-44
WBGene00009791	2	F46F3.3
WBGene00009793	8820	pkn-1
WBGene00009796	2072	F46G10.1
WBGene00009797	612	F46G10.2
WBGene00009798	293	F46G10.4
WBGene00009799	108	lgc-47
WBGene00009800	272	rrc-1
WBGene00009801	3502	ipla-2
WBGene00009802	1	F47B8.1
WBGene00009803	1871	F47B8.2
WBGene00009804	312	F47B8.3
WBGene00009805	87	F47B8.4
WBGene00009806	3	F47B8.5
WBGene00009807	7	pepm-1
WBGene00009808	2	srm-4
WBGene00009809	171	F47B8.8
WBGene00009810	4	srm-6
WBGene00009811	61	F47B8.10
WBGene00009812	8090	suca-1
WBGene00009813	1382	haly-1
WBGene00009814	12	F47B10.3
WBGene00009815	1	F47B10.4
WBGene00009816	282	F47B10.5
WBGene00009817	1	F47B10.6
WBGene00009818	208	acbp-3
WBGene00009819	14	F47B10.8
WBGene00009820	1228	F47B10.9
WBGene00009822	2	clec-113
WBGene00009823	1646	gadr-6
