Geneid	"RNA STAR on data 17, data 15, and data 16: mapped.bam"	Public Name
WBGene00000232	242	avr-14
WBGene00000233	603	avr-15
WBGene00000235	7019	baf-1
WBGene00000236	3620	bag-1
WBGene00000237	1184	bam-2
WBGene00000238	691	bar-1
WBGene00000239	1049	bas-1
WBGene00000240	5434	pah-1
WBGene00000241	37	bbs-1
WBGene00000242	40	bbs-2
WBGene00000244	75	bbs-8
WBGene00000245	2096	bca-1
WBGene00000246	207	bcc-1
WBGene00000247	2287	bec-1
WBGene00000248	3247	ben-1
WBGene00000249	3526	bir-1
WBGene00000250	3079	bir-2
WBGene00000251	343	bli-1
WBGene00000252	258	bli-2
WBGene00000253	1312	bli-3
WBGene00000254	17219	bli-4
WBGene00000255	37	bli-5
WBGene00000256	2546	bli-6
WBGene00000257	11371	bmk-1
WBGene00000259	3169	bpl-1
WBGene00000262	757	bra-1
WBGene00000263	12224	F23H11.5
WBGene00000264	3185	brc-1
WBGene00000265	4200	brd-1
WBGene00000266	1513	bre-1
WBGene00000267	162	bre-2
WBGene00000268	6499	bre-3
WBGene00000269	1293	bre-4
WBGene00000270	1694	bre-5
WBGene00000271	7019	brf-1
WBGene00000272	90	bro-1
WBGene00000273	19034	brp-1
WBGene00000274	6538	btf-1
WBGene00000275	19065	bub-1
WBGene00000276	7529	byn-1
WBGene00000277	4891	cab-1
WBGene00000279	194	cah-1
WBGene00000280	76	cah-2
WBGene00000281	2263	cah-3
WBGene00000282	7477	cah-4
WBGene00000283	1630	cah-5
WBGene00000284	147	cah-6
WBGene00000285	228	cal-1
WBGene00000286	246	cal-2
WBGene00000287	182	cal-3
WBGene00000288	164	cal-4
WBGene00000289	8076	cam-1
WBGene00000292	7801	cap-1
WBGene00000293	9773	cap-2
WBGene00000294	5941	cas-1
WBGene00000295	61	cat-1
WBGene00000296	48	cat-2
WBGene00000298	3808	cat-4
WBGene00000301	16198	cav-1
WBGene00000302	146	cav-2
WBGene00000308	1	C04A11.t1
WBGene00000310	0	C05C9.t1
WBGene00000311	0	C05C9.t2
WBGene00000366	20769	cbp-1
WBGene00000367	935	cca-1
WBGene00000368	626	ccb-1
WBGene00000369	9073	ccf-1
WBGene00000370	3379	ccg-1
WBGene00000371	16951	cox-5B
WBGene00000372	27	cyp-13A7
WBGene00000373	919	cyp-14A5
WBGene00000374	992	cyp-31A1
WBGene00000375	3071	cyp-44A1
WBGene00000376	30547	ccr-4
WBGene00000377	30848	cct-1
WBGene00000378	27576	cct-2
WBGene00000379	30843	cct-4
WBGene00000380	46215	cct-5
WBGene00000381	23958	cct-6
WBGene00000382	7071	cdc-6
WBGene00000383	13375	cdc-14
WBGene00000386	17334	cdc-25.1
WBGene00000387	5892	cdc-25.2
WBGene00000388	3397	cdc-25.3
WBGene00000389	11	cdc-25.4
WBGene00000390	16643	cdc-42
WBGene00000391	548	cdd-1
WBGene00000392	2761	cdd-2
WBGene00000393	1840	cdf-1
WBGene00000395	1207	cdh-3
WBGene00000396	10334	cdh-4
WBGene00000397	412	cdh-5
WBGene00000399	32	cdh-7
WBGene00000401	181	cdh-9
WBGene00000402	91	cdh-10
WBGene00000403	3304	casy-1
WBGene00000405	17580	cdk-1
WBGene00000406	1032	cdk-4
WBGene00000407	2693	cdk-5
WBGene00000408	4610	cdk-7
WBGene00000409	5585	cdk-8
WBGene00000410	2680	cdk-9
WBGene00000411	22730	cdl-1
WBGene00000412	131	cdr-1
WBGene00000413	4546	cdt-1
WBGene00000414	3084	cec-1
WBGene00000415	5675	ced-1
WBGene00000416	5041	ced-2
WBGene00000417	13288	ced-3
WBGene00000418	3454	ced-4
WBGene00000419	9554	ced-5
WBGene00000420	3934	ced-6
WBGene00000421	14370	ced-7
WBGene00000422	539	ced-8
WBGene00000423	5911	ced-9
WBGene00000424	3896	ced-10
WBGene00000425	933	ced-11
WBGene00000426	5657	ced-12
WBGene00000427	0	ced-13
WBGene00000428	22	ceh-1
WBGene00000429	57	ceh-2
WBGene00000430	48	ceh-5
WBGene00000431	186	ceh-6
WBGene00000432	0	ceh-7
WBGene00000433	49	ceh-8
WBGene00000434	7	ceh-9
WBGene00000435	97	ceh-10
WBGene00000436	1	ceh-12
WBGene00000437	941	ceh-13
WBGene00000438	213	ceh-14
WBGene00000439	182	ceh-16
WBGene00000440	12	ceh-17
WBGene00000441	811	ceh-18
WBGene00000442	67	ceh-19
WBGene00000443	1655	ceh-20
WBGene00000444	1902	ceh-21
WBGene00000445	158	ceh-22
WBGene00000446	17	ceh-23
WBGene00000447	47	ceh-24
WBGene00000448	422	pros-1
WBGene00000449	566	ceh-27
WBGene00000450	0	ceh-28
WBGene00000451	115	ceh-30
WBGene00000452	55	ceh-31
WBGene00000453	1522	ceh-32
WBGene00000454	15	ceh-33
WBGene00000455	353	ceh-34
WBGene00000457	396	ceh-36
WBGene00000458	592	ceh-37
WBGene00000459	12123	ceh-38
WBGene00000460	2653	ceh-39
WBGene00000461	725	ceh-40
WBGene00000462	743	ceh-41
WBGene00000463	1176	ceh-43
WBGene00000464	2261	ceh-44
WBGene00000465	170936	cpg-1
WBGene00000466	4706	cel-1
WBGene00000467	5041	cep-1
WBGene00000468	109	ces-1
WBGene00000469	963	ces-2
WBGene00000472	38570	cey-1
WBGene00000473	138350	cey-2
WBGene00000474	58761	cey-3
WBGene00000475	46081	cey-4
WBGene00000476	254	cfi-1
WBGene00000477	149	cft-1
WBGene00000478	936	cfz-2
WBGene00000479	157914	cgh-1
WBGene00000480	10036	cgp-1
WBGene00000481	99	cha-1
WBGene00000482	5965	chd-3
WBGene00000483	0	che-1
WBGene00000484	38	che-2
WBGene00000485	217	che-3
WBGene00000487	13	che-6
WBGene00000488	44	che-7
WBGene00000490	65	che-11
WBGene00000491	86	che-12
WBGene00000492	56	che-13
WBGene00000493	219	che-14
WBGene00000496	33003	chs-1
WBGene00000497	596	chs-2
WBGene00000498	5309	chk-1
WBGene00000499	1059	chk-2
WBGene00000500	5669	chn-1
WBGene00000501	94	cho-1
WBGene00000502	5341	chp-1
WBGene00000503	10540	cht-1
WBGene00000506	1758	cic-1
WBGene00000507	4182	cit-1.1
WBGene00000508	3371	cit-1.2
WBGene00000509	4140	cka-1
WBGene00000510	280	cka-2
WBGene00000511	253	ckb-1
WBGene00000512	933	ckb-2
WBGene00000513	3	ckb-3
WBGene00000514	934	ckb-4
WBGene00000515	1135	ckc-1
WBGene00000516	1075	cki-1
WBGene00000517	3875	cki-2
WBGene00000518	167	ckk-1
WBGene00000519	4517	cku-70
WBGene00000520	4791	cku-80
WBGene00000521	50	cky-1
WBGene00000522	578	clc-1
WBGene00000523	214	clc-2
WBGene00000524	190	clc-3
WBGene00000525	15	clc-4
WBGene00000526	205	clc-5
WBGene00000527	3302	cle-1
WBGene00000528	3723	clh-1
WBGene00000529	119	clh-2
WBGene00000530	2232	clh-3
WBGene00000531	122	clh-4
WBGene00000532	8803	clh-5
WBGene00000533	4194	clh-6
WBGene00000534	7742	cpi-2
WBGene00000535	4574	cpi-1
WBGene00000536	1678	clk-1
WBGene00000537	4643	clk-2
WBGene00000539	628	cln-3.1
WBGene00000540	952	cln-3.2
WBGene00000541	266	cln-3.3
WBGene00000542	14491	clp-1
WBGene00000543	4125	clp-2
WBGene00000544	66	clp-3
WBGene00000545	1455	clp-4
WBGene00000546	122	clp-6
WBGene00000547	5846	clp-7
WBGene00000548	12560	clr-1
WBGene00000549	7634	cls-2
WBGene00000550	22395	clu-1
WBGene00000551	1	clx-1
WBGene00000552	22319	cmd-1
WBGene00000553	193	cmk-1
WBGene00000554	1837	cnb-1
WBGene00000555	2	cnc-1
WBGene00000556	98	cnc-2
WBGene00000557	451	cnc-3
WBGene00000558	102	cnc-4
WBGene00000559	0	cnc-5
WBGene00000560	10	cnc-6
WBGene00000561	237	cnd-1
WBGene00000562	163	cng-1
WBGene00000563	12	cng-3
WBGene00000564	5113	cnk-1
WBGene00000565	3415	cnt-1
WBGene00000566	5841	cnt-2
WBGene00000567	16254	cnx-1
WBGene00000583	83	cof-2
WBGene00000584	122	cog-1
WBGene00000585	5709	cogc-2
WBGene00000591	2919	coh-1
WBGene00000592	3597	coh-3
WBGene00000593	25	col-2
WBGene00000594	48	col-3
WBGene00000596	323	col-7
WBGene00000597	82949	col-8
WBGene00000598	0	col-9
WBGene00000599	696	col-10
WBGene00000601	1019	col-12
WBGene00000602	488	col-13
WBGene00000603	1252	col-14
WBGene00000606	639	col-17
WBGene00000608	104878	col-19
WBGene00000609	151994	col-20
WBGene00000610	19	col-33
WBGene00000611	495	col-34
WBGene00000612	2	col-35
WBGene00000613	3	col-36
WBGene00000614	13	col-37
WBGene00000615	2324	col-38
WBGene00000616	2791	col-39
WBGene00000617	16	col-40
WBGene00000618	142	col-41
WBGene00000620	192	col-43
WBGene00000621	9	col-44
WBGene00000622	18	col-45
WBGene00000623	5	col-46
WBGene00000624	0	col-47
WBGene00000625	607	col-48
WBGene00000626	891	col-49
WBGene00000627	5	col-50
WBGene00000628	13	col-51
WBGene00000629	1	col-52
WBGene00000630	119	col-53
WBGene00000631	39	col-54
WBGene00000632	1	col-55
WBGene00000633	3	col-56
WBGene00000634	88	col-58
WBGene00000636	832	col-60
WBGene00000637	29	col-61
WBGene00000638	312	col-62
WBGene00000639	1130	col-63
WBGene00000640	14	col-64
WBGene00000641	296	col-65
WBGene00000642	0	col-66
WBGene00000644	96	col-68
WBGene00000645	14	col-69
WBGene00000646	47	H17B01.2
WBGene00000647	1633	col-71
WBGene00000648	2	col-72
WBGene00000649	2300	col-73
WBGene00000650	300	col-74
WBGene00000651	4	col-75
WBGene00000652	1185	col-76
WBGene00000653	2535	col-77
WBGene00000654	1	col-78
WBGene00000655	128	col-79
WBGene00000656	98752	col-80
WBGene00000657	22159	col-81
WBGene00000658	18	col-83
WBGene00000659	20	col-84
WBGene00000660	61	col-85
WBGene00000661	15	col-86
WBGene00000662	2	col-87
WBGene00000663	1137	col-88
WBGene00000664	78	col-89
WBGene00000665	168	col-90
WBGene00000666	529	col-91
WBGene00000667	2759	col-92
WBGene00000668	51483	col-93
WBGene00000669	2288	col-94
WBGene00000670	8100	col-95
WBGene00000671	1415	col-96
WBGene00000672	1556	col-97
WBGene00000673	41495	col-98
WBGene00000674	825	col-99
WBGene00000675	52996	col-101
WBGene00000676	10	col-102
WBGene00000677	37492	col-103
WBGene00000678	731	col-104
WBGene00000679	3	col-105
WBGene00000680	73805	col-106
WBGene00000681	879	col-107
WBGene00000682	14	col-108
WBGene00000683	647	col-109
WBGene00000684	100	col-110
WBGene00000685	196	col-111
WBGene00000687	211	col-113
WBGene00000688	12	col-114
WBGene00000689	89	col-115
WBGene00000690	126	col-116
WBGene00000691	44	col-117
WBGene00000692	1737	col-118
WBGene00000693	210270	col-119
WBGene00000694	834	col-120
WBGene00000695	694	col-121
WBGene00000696	184591	col-122
WBGene00000697	15	col-123
WBGene00000698	207112	col-124
WBGene00000699	2357	col-125
WBGene00000700	0	col-126
WBGene00000701	6	col-127
WBGene00000702	10	col-128
WBGene00000703	39771	col-129
WBGene00000704	577	col-130
WBGene00000705	31	col-131
WBGene00000706	8	col-132
WBGene00000707	3900	col-133
WBGene00000708	1024	col-135
WBGene00000709	2	col-136
WBGene00000710	322	col-137
WBGene00000711	1597	col-138
WBGene00000712	34000	col-139
WBGene00000713	179632	col-140
WBGene00000714	144	col-141
WBGene00000715	14532	col-142
WBGene00000716	65517	col-143
WBGene00000717	708	col-144
WBGene00000718	898	col-145
WBGene00000719	587	col-146
WBGene00000720	1211	col-147
WBGene00000721	1	col-148
WBGene00000722	2767	col-149
WBGene00000723	802	col-150
WBGene00000724	8	col-151
WBGene00000725	32	col-152
WBGene00000726	309	col-153
WBGene00000727	124	col-154
WBGene00000728	1117	col-155
WBGene00000729	280	col-156
WBGene00000730	412	col-157
WBGene00000731	283	col-158
WBGene00000732	10201	col-159
WBGene00000733	52676	col-160
WBGene00000734	1533	col-161
WBGene00000735	846	col-162
WBGene00000736	9	col-163
WBGene00000737	0	col-164
WBGene00000738	315	col-165
WBGene00000739	1297	col-166
WBGene00000740	725	col-167
WBGene00000741	131	col-168
WBGene00000742	181	col-169
WBGene00000743	177	col-170
WBGene00000744	2	col-171
WBGene00000745	38	col-172
WBGene00000746	96	col-173
WBGene00000747	78	col-174
WBGene00000748	895	col-175
WBGene00000749	122	col-176
WBGene00000750	62	col-177
WBGene00000751	64724	col-178
WBGene00000752	24314	col-179
WBGene00000753	984	col-180
WBGene00000754	134626	col-181
WBGene00000755	82	col-182
WBGene00000756	9	col-183
WBGene00000757	73170	col-184
WBGene00000758	7	col-185
WBGene00000759	104	col-186
WBGene00000760	20	col-187
WBGene00000761	2697	coq-1
WBGene00000762	2136	coq-2
WBGene00000763	1202	coq-3
WBGene00000764	1003	coq-4
WBGene00000765	4676	coq-5
WBGene00000766	2293	coq-6
WBGene00000767	7295	coq-8
WBGene00000768	922	cor-1
WBGene00000770	4571	cpb-1
WBGene00000771	99	cpb-2
WBGene00000772	15675	cpb-3
WBGene00000773	6313	cpf-1
WBGene00000774	4974	cpf-2
WBGene00000775	501	cpin-1
WBGene00000776	92107	cpl-1
WBGene00000777	15746	cpn-1
WBGene00000778	372	cpn-2
WBGene00000779	15319	cpn-3
WBGene00000780	2816	cpn-4
WBGene00000781	28139	cpr-1
WBGene00000782	2	cpr-2
WBGene00000783	724	cpr-3
WBGene00000784	10118	cpr-4
WBGene00000785	16440	cpr-5
WBGene00000786	67306	cpr-6
WBGene00000787	2686	cps-6
WBGene00000788	26337	cpz-1
WBGene00000789	3603	cpz-2
WBGene00000792	1739	crb-1
WBGene00000793	1711	crh-1
WBGene00000794	12034	crn-1
WBGene00000795	1075	crn-2
WBGene00000796	11223	crn-3
WBGene00000797	857	crn-4
WBGene00000798	1786	crn-5
WBGene00000799	864	crn-6
WBGene00000800	12299	cars-1
WBGene00000801	460	cars-2
WBGene00000802	81363	crt-1
WBGene00000803	1852	csb-1
WBGene00000804	5223	csc-1
WBGene00000812	4905	csk-1
WBGene00000813	5564	csn-1
WBGene00000814	8470	csn-2
WBGene00000815	7229	csn-3
WBGene00000816	4815	csn-4
WBGene00000817	6175	csn-5
WBGene00000818	6020	csn-6
WBGene00000819	50	csp-1
WBGene00000820	32	csp-2
WBGene00000821	3	csp-3
WBGene00000822	10529	csq-1
WBGene00000829	98116	ctb-1
WBGene00000830	25	ctl-1
WBGene00000831	4030	ctl-2
WBGene00000832	1615	ctn-1
WBGene00000833	55553	cts-1
WBGene00000834	8107	cua-1
WBGene00000835	2357	cuc-1
WBGene00000836	10912	cul-1
WBGene00000837	17426	cul-2
WBGene00000838	17621	cul-3
WBGene00000839	6080	cul-4
WBGene00000840	6634	cul-5
WBGene00000841	257	cul-6
WBGene00000843	7929	cup-2
WBGene00000845	292	cup-4
WBGene00000846	6295	cup-5
WBGene00000851	6	cut-1
WBGene00000853	93	cut-6
WBGene00000854	4132	cux-7
WBGene00000857	833	cwn-1
WBGene00000858	547	cwn-2
WBGene00000859	0	cwp-1
WBGene00000860	0	cwp-2
WBGene00000861	1	cwp-3
WBGene00000862	45	cwp-4
WBGene00000863	7805	cya-1
WBGene00000864	16	cya-2
WBGene00000865	28989	cyb-1
WBGene00000866	9939	cyb-2.1
WBGene00000867	15371	cyb-2.2
WBGene00000868	64723	cyb-3
WBGene00000869	24415	cyc-1
WBGene00000870	1363	cyd-1
WBGene00000871	12093	cye-1
WBGene00000872	5972	cyk-1
WBGene00000874	7229	cyk-3
WBGene00000875	17339	cyk-4
WBGene00000876	8546	cyl-1
WBGene00000877	9421	cyn-1
WBGene00000878	364	cyn-2
WBGene00000879	17365	cyn-3
WBGene00000880	5092	cyn-4
WBGene00000881	23971	cyn-5
WBGene00000882	2661	cyn-6
WBGene00000883	86493	cyn-7
WBGene00000884	2818	cyn-8
WBGene00000885	3329	cyn-9
WBGene00000886	3183	cyn-10
WBGene00000887	2809	cyn-11
WBGene00000888	3137	cyn-12
WBGene00000889	5481	cyn-13
WBGene00000890	4583	sig-7
WBGene00000891	4894	cyn-15
WBGene00000892	2729	cyn-16
WBGene00000893	143	cyn-17
WBGene00000894	28241	dab-1
WBGene00000895	108	dac-1
WBGene00000896	10729	dad-1
WBGene00000897	2565	daf-1
WBGene00000898	7593	daf-2
WBGene00000899	2100	daf-3
WBGene00000900	3048	daf-4
WBGene00000901	2971	daf-5
WBGene00000902	119	daf-6
WBGene00000903	268	daf-7
WBGene00000904	703	daf-8
WBGene00000905	103	daf-9
WBGene00000906	101	daf-10
WBGene00000907	43	daf-11
WBGene00000908	1453	daf-12
WBGene00000910	532	daf-14
WBGene00000911	15195	daf-15
WBGene00000912	10072	daf-16
WBGene00000913	43209	daf-18
WBGene00000914	2009	daf-19
WBGene00000915	226937	hsp-90
WBGene00000917	2399	daf-25
WBGene00000920	321	daf-28
WBGene00000923	5543	daf-31
WBGene00000928	2406	dao-2
WBGene00000929	3380	dao-3
WBGene00000930	109	dao-4
WBGene00000931	21711	dao-5
WBGene00000932	16	dao-6
WBGene00000933	3948	dap-3
WBGene00000934	83	dat-1
WBGene00000935	26919	daz-1
WBGene00000936	375	dbl-1
WBGene00000937	3776	dbr-1
WBGene00000938	6929	dcp-66
WBGene00000939	12505	dcr-1
WBGene00000940	3437	dcs-1
WBGene00000941	3392	ddp-1
WBGene00000942	6339	deb-1
WBGene00000950	259	deg-1
WBGene00000951	137	deg-3
WBGene00000952	47	del-1
WBGene00000953	80	del-2
WBGene00000955	123	des-2
WBGene00000958	499	dgk-1
WBGene00000959	1948	dgk-2
WBGene00000960	20	dgk-3
WBGene00000961	3226	dgn-1
WBGene00000962	39618	dhc-1
WBGene00000963	598	dhp-1
WBGene00000964	732	dhp-2
WBGene00000965	4634	dhs-1
WBGene00000966	974	dhs-2
WBGene00000967	3878	dhs-3
WBGene00000968	228	dhs-4
WBGene00000969	641	dhs-5
WBGene00000970	6186	dhs-6
WBGene00000971	186	dhs-7
WBGene00000972	93	dhs-8
WBGene00000973	1335	dhs-9
WBGene00000974	1425	dhs-11
WBGene00000975	3620	dhs-12
WBGene00000976	5916	dhs-13
WBGene00000977	776	dhs-14
WBGene00000978	63	dhs-15
WBGene00000979	49	dhs-16
WBGene00000980	988	dhs-17
WBGene00000981	1182	dhs-18
WBGene00000982	2931	dhs-19
WBGene00000983	791	dhs-20
WBGene00000984	1026	dhs-21
WBGene00000985	8984	dhs-22
WBGene00000986	86	dhs-23
WBGene00000987	2553	dhs-24
WBGene00000988	9498	dhs-25
WBGene00000989	138	dhs-26
WBGene00000990	887	dhs-27
WBGene00000991	8774	dhs-28
WBGene00000992	612	dhs-29
WBGene00000993	1752	dhs-30
WBGene00000994	4127	ints-6
WBGene00000995	6441	die-1
WBGene00000996	7299	dif-1
WBGene00000998	4110	dig-1
WBGene00001000	18257	dim-1
WBGene00001001	8890	dis-3
WBGene00001002	6108	div-1
WBGene00001005	24314	dlc-1
WBGene00001006	5827	dlg-1
WBGene00001007	6542	dli-1
WBGene00001008	2383	dlk-1
WBGene00001016	7432	dna-2
WBGene00001017	10907	dnc-1
WBGene00001018	5212	dnc-2
WBGene00001019	6247	dnj-1
WBGene00001020	2639	dnj-2
WBGene00001021	641	dnj-3
WBGene00001022	1365	dnj-4
WBGene00001023	33734	dnj-5
WBGene00001025	3608	dnj-7
WBGene00001026	7562	dnj-8
WBGene00001027	3993	dnj-9
WBGene00001028	4228	dnj-10
WBGene00001029	21692	dnj-11
WBGene00001030	23676	dnj-12
WBGene00001031	14992	dnj-13
WBGene00001032	2120	dnj-14
WBGene00001033	1877	dnj-15
WBGene00001034	4076	dnj-16
WBGene00001035	4594	dnj-17
WBGene00001036	2285	dnj-18
WBGene00001037	23852	dnj-19
WBGene00001038	16490	dnj-20
WBGene00001039	1043	dnj-21
WBGene00001040	5608	dnj-22
WBGene00001041	6892	dnj-23
WBGene00001042	716	dnj-24
WBGene00001043	5410	dnj-25
WBGene00001044	1508	dnj-26
WBGene00001045	2621	dnj-27
WBGene00001046	2771	dnj-28
WBGene00001047	15423	dnj-29
WBGene00001048	3298	dnj-30
WBGene00001049	4625	dog-1
WBGene00001050	1920	dom-3
WBGene00001051	11766	cks-1
WBGene00001052	120	dop-1
WBGene00001053	144	dop-2
WBGene00001054	284	dpf-1
WBGene00001055	1671	dpf-2
WBGene00001056	19485	dpf-3
WBGene00001057	6296	dpf-4
WBGene00001058	15247	dpf-5
WBGene00001059	306	dpf-6
WBGene00001060	5446	dpf-7
WBGene00001061	9463	dpl-1
WBGene00001062	0	dpr-1
WBGene00001063	132	dpy-1
WBGene00001064	1139	dpy-2
WBGene00001065	831	dpy-3
WBGene00001066	2089	dpy-4
WBGene00001067	1806	dpy-5
WBGene00001068	298	dpy-6
WBGene00001069	963	dpy-7
WBGene00001070	142	dpy-8
WBGene00001071	152	dpy-9
WBGene00001072	1296	dpy-10
WBGene00001073	9834	dpy-11
WBGene00001074	2076	dpy-13
WBGene00001075	9754	dpy-14
WBGene00001076	9907	dpy-17
WBGene00001077	3175	dpy-18
WBGene00001078	718	dpy-19
WBGene00001079	22	dpy-20
WBGene00001080	4765	dpy-21
WBGene00001081	8003	dpy-22
WBGene00001082	3579	dpy-23
WBGene00001085	11686	dpy-26
