Geneid	"RNA STAR on data 17, data 15, and data 10: mapped.bam"	Public Name
WBGene00000296	47	cat-2
WBGene00000298	2400	cat-4
WBGene00000301	21887	cav-1
WBGene00000302	91	cav-2
WBGene00000308	4	C04A11.t1
WBGene00000310	0	C05C9.t1
WBGene00000311	0	C05C9.t2
WBGene00000366	25268	cbp-1
WBGene00000367	721	cca-1
WBGene00000368	383	ccb-1
WBGene00000369	9547	ccf-1
WBGene00000370	6575	ccg-1
WBGene00000371	10764	cox-5B
WBGene00000372	25	cyp-13A7
WBGene00000373	563	cyp-14A5
WBGene00000374	485	cyp-31A1
WBGene00000375	2713	cyp-44A1
WBGene00000376	40640	ccr-4
WBGene00000377	26295	cct-1
WBGene00000378	18864	cct-2
WBGene00000379	25779	cct-4
WBGene00000380	34965	cct-5
WBGene00000381	21009	cct-6
WBGene00000382	7356	cdc-6
WBGene00000383	13118	cdc-14
WBGene00000386	18693	cdc-25.1
WBGene00000387	4563	cdc-25.2
WBGene00000388	2523	cdc-25.3
WBGene00000389	2	cdc-25.4
WBGene00000390	15778	cdc-42
WBGene00000391	84	cdd-1
WBGene00000392	1777	cdd-2
WBGene00000393	1578	cdf-1
WBGene00000395	888	cdh-3
WBGene00000396	16047	cdh-4
WBGene00000397	151	cdh-5
WBGene00000399	45	cdh-7
WBGene00000401	180	cdh-9
WBGene00000402	137	cdh-10
WBGene00000403	3131	casy-1
WBGene00000405	22237	cdk-1
WBGene00000406	931	cdk-4
WBGene00000407	2747	cdk-5
WBGene00000408	5280	cdk-7
WBGene00000409	6683	cdk-8
WBGene00000410	3233	cdk-9
WBGene00000411	26386	cdl-1
WBGene00000412	118	cdr-1
WBGene00000413	6676	cdt-1
WBGene00000414	1846	cec-1
WBGene00000415	8732	ced-1
WBGene00000416	5382	ced-2
WBGene00000417	14928	ced-3
WBGene00000418	3087	ced-4
WBGene00000419	9748	ced-5
WBGene00000420	4848	ced-6
WBGene00000421	23267	ced-7
WBGene00000422	387	ced-8
WBGene00000423	6682	ced-9
WBGene00000424	3345	ced-10
WBGene00000425	750	ced-11
WBGene00000426	8061	ced-12
WBGene00000427	5	ced-13
WBGene00000428	21	ceh-1
WBGene00000429	17	ceh-2
WBGene00000430	31	ceh-5
WBGene00000431	33	ceh-6
WBGene00000432	2	ceh-7
WBGene00000433	31	ceh-8
WBGene00000434	4	ceh-9
WBGene00000435	180	ceh-10
WBGene00000436	2	ceh-12
WBGene00000437	415	ceh-13
WBGene00000438	83	ceh-14
WBGene00000439	243	ceh-16
WBGene00000440	2	ceh-17
WBGene00000441	384	ceh-18
WBGene00000442	52	ceh-19
WBGene00000443	1147	ceh-20
WBGene00000444	2433	ceh-21
WBGene00000445	28	ceh-22
WBGene00000446	8	ceh-23
WBGene00000447	12	ceh-24
WBGene00000448	264	pros-1
WBGene00000449	39	ceh-27
WBGene00000450	0	ceh-28
WBGene00000451	17	ceh-30
WBGene00000452	22	ceh-31
WBGene00000453	2309	ceh-32
WBGene00000454	14	ceh-33
WBGene00000455	65	ceh-34
WBGene00000457	16	ceh-36
WBGene00000458	323	ceh-37
WBGene00000459	12163	ceh-38
WBGene00000460	3046	ceh-39
WBGene00000461	707	ceh-40
WBGene00000462	892	ceh-41
WBGene00000463	1607	ceh-43
WBGene00000464	1470	ceh-44
WBGene00000465	172795	cpg-1
WBGene00000466	6225	cel-1
WBGene00000467	4820	cep-1
WBGene00000468	8	ces-1
WBGene00000469	525	ces-2
WBGene00000472	24017	cey-1
WBGene00000473	106414	cey-2
WBGene00000474	41685	cey-3
WBGene00000475	47713	cey-4
WBGene00000476	136	cfi-1
WBGene00000477	92	cft-1
WBGene00000478	809	cfz-2
WBGene00000479	133049	cgh-1
WBGene00000480	14232	cgp-1
WBGene00000481	65	cha-1
WBGene00000482	5682	chd-3
WBGene00000483	2	che-1
WBGene00000484	16	che-2
WBGene00000485	268	che-3
WBGene00000487	4	che-6
WBGene00000488	41	che-7
WBGene00000490	63	che-11
WBGene00000491	60	che-12
WBGene00000492	50	che-13
WBGene00000493	124	che-14
WBGene00000496	38001	chs-1
WBGene00000497	441	chs-2
WBGene00000498	5320	chk-1
WBGene00000499	752	chk-2
WBGene00000500	5515	chn-1
WBGene00000501	57	cho-1
WBGene00000502	3951	chp-1
WBGene00000503	25720	cht-1
WBGene00000506	1746	cic-1
WBGene00000507	3962	cit-1.1
WBGene00000508	3226	cit-1.2
WBGene00000509	3815	cka-1
WBGene00000510	125	cka-2
WBGene00000511	154	ckb-1
WBGene00000512	823	ckb-2
WBGene00000513	6	ckb-3
WBGene00000514	799	ckb-4
WBGene00000515	263	ckc-1
WBGene00000516	588	cki-1
WBGene00000517	3440	cki-2
WBGene00000518	100	ckk-1
WBGene00000519	6320	cku-70
WBGene00000520	6154	cku-80
WBGene00000521	2	cky-1
WBGene00000522	740	clc-1
WBGene00000523	215	clc-2
WBGene00000524	74	clc-3
WBGene00000525	3	clc-4
WBGene00000526	187	clc-5
WBGene00000527	1853	cle-1
WBGene00000528	4029	clh-1
WBGene00000529	73	clh-2
WBGene00000530	2633	clh-3
WBGene00000531	149	clh-4
WBGene00000532	6283	clh-5
WBGene00000533	4838	clh-6
WBGene00000534	11334	cpi-2
WBGene00000535	43569	cpi-1
WBGene00000536	1369	clk-1
WBGene00000537	5510	clk-2
WBGene00000539	56	cln-3.1
WBGene00000540	1566	cln-3.2
WBGene00000541	44	cln-3.3
WBGene00000542	15256	clp-1
WBGene00000543	3795	clp-2
WBGene00000544	93	clp-3
WBGene00000545	1674	clp-4
WBGene00000546	100	clp-6
WBGene00000547	6858	clp-7
WBGene00000548	13796	clr-1
WBGene00000549	7007	cls-2
WBGene00000550	19894	clu-1
WBGene00000551	14	clx-1
WBGene00000552	23806	cmd-1
WBGene00000553	130	cmk-1
WBGene00000554	1388	cnb-1
WBGene00000555	65	cnc-1
WBGene00000556	2470	cnc-2
WBGene00000557	626	cnc-3
WBGene00000558	2413	cnc-4
WBGene00000559	0	cnc-5
WBGene00000560	402	cnc-6
WBGene00000561	58	cnd-1
WBGene00000562	222	cng-1
WBGene00000563	8	cng-3
WBGene00000564	6234	cnk-1
WBGene00000565	4397	cnt-1
WBGene00000566	6328	cnt-2
WBGene00000567	14922	cnx-1
WBGene00000583	75	cof-2
WBGene00000584	52	cog-1
WBGene00000585	5597	cogc-2
WBGene00000591	3124	coh-1
WBGene00000592	6042	coh-3
WBGene00000593	7	col-2
WBGene00000594	11	col-3
WBGene00000596	5	col-7
WBGene00000597	1616	col-8
WBGene00000598	2	col-9
WBGene00000599	38	col-10
WBGene00000601	13	col-12
WBGene00000602	3	col-13
WBGene00000603	41	col-14
WBGene00000606	5	col-17
WBGene00000608	2217	col-19
WBGene00000609	123	col-20
WBGene00000610	12	col-33
WBGene00000611	110	col-34
WBGene00000612	1	col-35
WBGene00000613	6	col-36
WBGene00000614	0	col-37
WBGene00000615	210	col-38
WBGene00000616	23	col-39
WBGene00000617	1	col-40
WBGene00000618	24	col-41
WBGene00000620	396	col-43
WBGene00000621	1	col-44
WBGene00000622	13	col-45
WBGene00000623	20	col-46
WBGene00000624	0	col-47
WBGene00000625	49	col-48
WBGene00000626	3	col-49
WBGene00000627	4	col-50
WBGene00000628	4	col-51
WBGene00000629	2	col-52
WBGene00000630	36	col-53
WBGene00000631	4	col-54
WBGene00000632	1	col-55
WBGene00000633	9	col-56
WBGene00000634	1	col-58
WBGene00000636	14	col-60
WBGene00000637	5	col-61
WBGene00000638	3	col-62
WBGene00000639	4	col-63
WBGene00000640	44	col-64
WBGene00000641	14	col-65
WBGene00000642	1	col-66
WBGene00000644	143	col-68
WBGene00000645	4	col-69
WBGene00000646	11	H17B01.2
WBGene00000647	71	col-71
WBGene00000648	1	col-72
WBGene00000649	3	col-73
WBGene00000650	64	col-74
WBGene00000651	1	col-75
WBGene00000652	577	col-76
WBGene00000653	7	col-77
WBGene00000654	1	col-78
WBGene00000655	2	col-79
WBGene00000656	634	col-80
WBGene00000657	36	col-81
WBGene00000658	13	col-83
WBGene00000659	30	col-84
WBGene00000660	15	col-85
WBGene00000661	20	col-86
WBGene00000662	6	col-87
WBGene00000663	6	col-88
WBGene00000664	92	col-89
WBGene00000665	6	col-90
WBGene00000666	2	col-91
WBGene00000667	4	col-92
WBGene00000668	10	col-93
WBGene00000669	9	col-94
WBGene00000670	5887	col-95
WBGene00000671	145	col-96
WBGene00000672	43	col-97
WBGene00000673	530	col-98
WBGene00000674	479	col-99
WBGene00000675	3655	col-101
WBGene00000676	1	col-102
WBGene00000677	719	col-103
WBGene00000678	24	col-104
WBGene00000679	6	col-105
WBGene00000680	6560	col-106
WBGene00000681	68	col-107
WBGene00000682	4	col-108
WBGene00000683	17	col-109
WBGene00000684	5	col-110
WBGene00000685	147	col-111
WBGene00000687	105	col-113
WBGene00000688	2	col-114
WBGene00000689	6	col-115
WBGene00000690	300	col-116
WBGene00000691	1	col-117
WBGene00000692	220	col-118
WBGene00000693	6092	col-119
WBGene00000694	19	col-120
WBGene00000695	205	col-121
WBGene00000696	15216	col-122
WBGene00000697	10	col-123
WBGene00000698	343	col-124
WBGene00000699	33	col-125
WBGene00000700	0	col-126
WBGene00000701	0	col-127
WBGene00000702	1	col-128
WBGene00000703	31	col-129
WBGene00000704	12	col-130
WBGene00000705	3	col-131
WBGene00000706	9	col-132
WBGene00000707	4	col-133
WBGene00000708	74	col-135
WBGene00000709	4	col-136
WBGene00000710	6	col-137
WBGene00000711	8	col-138
WBGene00000712	16	col-139
WBGene00000713	2001	col-140
WBGene00000714	2	col-141
WBGene00000715	94	col-142
WBGene00000716	4884	col-143
WBGene00000717	20	col-144
WBGene00000718	5	col-145
WBGene00000719	1	col-146
WBGene00000720	9	col-147
WBGene00000721	2	col-148
WBGene00000722	12	col-149
WBGene00000723	21	col-150
WBGene00000724	3	col-151
WBGene00000725	7	col-152
WBGene00000726	62	col-153
WBGene00000727	10	col-154
WBGene00000728	34	col-155
WBGene00000729	4	col-156
WBGene00000730	7	col-157
WBGene00000731	366	col-158
WBGene00000732	18	col-159
WBGene00000733	229	col-160
WBGene00000734	5	col-161
WBGene00000735	4	col-162
WBGene00000736	12	col-163
WBGene00000737	1	col-164
WBGene00000738	33	col-165
WBGene00000739	443	col-166
WBGene00000740	18	col-167
WBGene00000741	2	col-168
WBGene00000742	8	col-169
WBGene00000743	0	col-170
WBGene00000744	0	col-171
WBGene00000745	12	col-172
WBGene00000746	7	col-173
WBGene00000747	9	col-174
WBGene00000748	1	col-175
WBGene00000749	26	col-176
WBGene00000750	7	col-177
WBGene00000751	1165	col-178
WBGene00000752	212	col-179
WBGene00000753	9	col-180
WBGene00000754	9992	col-181
WBGene00000755	3	col-182
WBGene00000756	252	col-183
WBGene00000757	6778	col-184
WBGene00000758	0	col-185
WBGene00000759	15	col-186
WBGene00000760	15	col-187
WBGene00000761	1860	coq-1
WBGene00000762	2030	coq-2
WBGene00000763	1145	coq-3
WBGene00000764	871	coq-4
WBGene00000765	3183	coq-5
WBGene00000766	2846	coq-6
WBGene00000767	5560	coq-8
WBGene00000768	187	cor-1
WBGene00000770	5393	cpb-1
WBGene00000771	67	cpb-2
WBGene00000772	16987	cpb-3
WBGene00000773	6006	cpf-1
WBGene00000774	6095	cpf-2
WBGene00000775	268	cpin-1
WBGene00000776	39209	cpl-1
WBGene00000777	14981	cpn-1
WBGene00000778	96	cpn-2
WBGene00000779	4258	cpn-3
WBGene00000780	2417	cpn-4
WBGene00000781	90886	cpr-1
WBGene00000782	407	cpr-2
WBGene00000783	1674	cpr-3
WBGene00000784	30689	cpr-4
WBGene00000785	6861	cpr-5
WBGene00000786	38036	cpr-6
WBGene00000787	3224	cps-6
WBGene00000788	9948	cpz-1
WBGene00000789	5636	cpz-2
WBGene00000792	1668	crb-1
WBGene00000793	2203	crh-1
WBGene00000794	10815	crn-1
WBGene00000795	1114	crn-2
WBGene00000796	12544	crn-3
WBGene00000797	1030	crn-4
WBGene00000798	2146	crn-5
WBGene00000799	369	crn-6
WBGene00000800	13569	cars-1
WBGene00000801	548	cars-2
WBGene00000802	87138	crt-1
WBGene00000803	2002	csb-1
WBGene00000804	4321	csc-1
WBGene00000812	6089	csk-1
WBGene00000813	6359	csn-1
WBGene00000814	10435	csn-2
WBGene00000815	6741	csn-3
WBGene00000816	6593	csn-4
WBGene00000817	5542	csn-5
WBGene00000818	7652	csn-6
WBGene00000819	53	csp-1
WBGene00000820	29	csp-2
WBGene00000821	6	csp-3
WBGene00000822	2458	csq-1
WBGene00000829	62641	ctb-1
WBGene00000830	21	ctl-1
WBGene00000831	2742	ctl-2
WBGene00000832	1978	ctn-1
WBGene00000833	41983	cts-1
WBGene00000834	9509	cua-1
WBGene00000835	1455	cuc-1
WBGene00000836	11021	cul-1
WBGene00000837	18365	cul-2
WBGene00000838	18114	cul-3
WBGene00000839	7189	cul-4
WBGene00000840	6202	cul-5
WBGene00000841	240	cul-6
WBGene00000843	6904	cup-2
WBGene00000845	333	cup-4
WBGene00000846	7307	cup-5
WBGene00000851	9	cut-1
WBGene00000853	95	cut-6
WBGene00000854	4214	cux-7
WBGene00000857	247	cwn-1
WBGene00000858	111	cwn-2
WBGene00000859	1	cwp-1
WBGene00000860	1	cwp-2
WBGene00000861	1	cwp-3
WBGene00000862	32	cwp-4
WBGene00000863	7761	cya-1
WBGene00000864	36	cya-2
WBGene00000865	41397	cyb-1
WBGene00000866	7317	cyb-2.1
WBGene00000867	12025	cyb-2.2
WBGene00000868	72980	cyb-3
WBGene00000869	17879	cyc-1
WBGene00000870	1656	cyd-1
WBGene00000871	13189	cye-1
WBGene00000872	8151	cyk-1
WBGene00000874	7382	cyk-3
WBGene00000875	20072	cyk-4
WBGene00000876	9410	cyl-1
WBGene00000877	4887	cyn-1
WBGene00000878	162	cyn-2
WBGene00000879	11800	cyn-3
WBGene00000880	7000	cyn-4
WBGene00000881	17262	cyn-5
WBGene00000882	858	cyn-6
WBGene00000883	62036	cyn-7
WBGene00000884	4624	cyn-8
WBGene00000885	2943	cyn-9
WBGene00000886	3064	cyn-10
WBGene00000887	2800	cyn-11
WBGene00000888	3138	cyn-12
WBGene00000889	5876	cyn-13
WBGene00000890	5640	sig-7
WBGene00000891	5377	cyn-15
WBGene00000892	3529	cyn-16
WBGene00000893	13	cyn-17
WBGene00000894	27641	dab-1
WBGene00000895	21	dac-1
WBGene00000896	6952	dad-1
WBGene00000897	2437	daf-1
WBGene00000898	15017	daf-2
WBGene00000899	1606	daf-3
WBGene00000900	3167	daf-4
WBGene00000901	2668	daf-5
WBGene00000902	77	daf-6
WBGene00000903	144	daf-7
WBGene00000904	709	daf-8
WBGene00000905	42	daf-9
WBGene00000906	74	daf-10
WBGene00000907	23	daf-11
WBGene00000908	941	daf-12
WBGene00000910	478	daf-14
WBGene00000911	18512	daf-15
WBGene00000912	11915	daf-16
WBGene00000913	50211	daf-18
WBGene00000914	2268	daf-19
WBGene00000915	172784	hsp-90
WBGene00000917	2046	daf-25
WBGene00000920	145	daf-28
WBGene00000923	3994	daf-31
WBGene00000928	390	dao-2
WBGene00000929	2684	dao-3
WBGene00000930	2	dao-4
WBGene00000931	24144	dao-5
WBGene00000932	36	dao-6
WBGene00000933	2877	dap-3
WBGene00000934	35	dat-1
WBGene00000935	29116	daz-1
WBGene00000936	192	dbl-1
WBGene00000937	4051	dbr-1
WBGene00000938	8515	dcp-66
WBGene00000939	16400	dcr-1
WBGene00000940	3729	dcs-1
WBGene00000941	1841	ddp-1
WBGene00000942	1623	deb-1
WBGene00000950	158	deg-1
WBGene00000951	89	deg-3
WBGene00000952	35	del-1
WBGene00000953	62	del-2
WBGene00000955	72	des-2
WBGene00000958	294	dgk-1
WBGene00000959	1273	dgk-2
WBGene00000960	23	dgk-3
WBGene00000961	3971	dgn-1
WBGene00000962	59811	dhc-1
WBGene00000963	328	dhp-1
WBGene00000964	322	dhp-2
WBGene00000965	4511	dhs-1
WBGene00000966	1104	dhs-2
WBGene00000967	1652	dhs-3
WBGene00000968	23	dhs-4
WBGene00000969	899	dhs-5
WBGene00000970	4559	dhs-6
WBGene00000971	46	dhs-7
WBGene00000972	179	dhs-8
WBGene00000973	1336	dhs-9
WBGene00000974	1457	dhs-11
WBGene00000975	2900	dhs-12
WBGene00000976	7156	dhs-13
WBGene00000977	391	dhs-14
WBGene00000978	33	dhs-15
WBGene00000979	55	dhs-16
WBGene00000980	895	dhs-17
WBGene00000981	670	dhs-18
WBGene00000982	2290	dhs-19
WBGene00000983	665	dhs-20
WBGene00000984	891	dhs-21
WBGene00000985	9539	dhs-22
WBGene00000986	170	dhs-23
WBGene00000987	2889	dhs-24
WBGene00000988	487	dhs-25
WBGene00000989	3134	dhs-26
WBGene00000990	659	dhs-27
WBGene00000991	3514	dhs-28
WBGene00000992	246	dhs-29
WBGene00000993	1271	dhs-30
WBGene00000994	4721	ints-6
WBGene00000995	5258	die-1
WBGene00000996	5858	dif-1
WBGene00000998	2870	dig-1
WBGene00001000	2171	dim-1
WBGene00001001	8791	dis-3
WBGene00001002	6200	div-1
WBGene00001005	15483	dlc-1
WBGene00001006	5723	dlg-1
WBGene00001007	6844	dli-1
WBGene00001008	1827	dlk-1
WBGene00001016	10189	dna-2
WBGene00001017	13095	dnc-1
WBGene00001018	5610	dnc-2
WBGene00001019	4810	dnj-1
WBGene00001020	1923	dnj-2
WBGene00001021	539	dnj-3
WBGene00001022	1383	dnj-4
WBGene00001023	41059	dnj-5
WBGene00001025	2339	dnj-7
WBGene00001026	8814	dnj-8
WBGene00001027	4162	dnj-9
WBGene00001028	3420	dnj-10
WBGene00001029	21934	dnj-11
WBGene00001030	23156	dnj-12
WBGene00001031	10627	dnj-13
WBGene00001032	2318	dnj-14
WBGene00001033	1665	dnj-15
WBGene00001034	4041	dnj-16
WBGene00001035	3575	dnj-17
WBGene00001036	2166	dnj-18
WBGene00001037	19571	dnj-19
WBGene00001038	10583	dnj-20
WBGene00001039	649	dnj-21
WBGene00001040	5034	dnj-22
WBGene00001041	5569	dnj-23
WBGene00001042	368	dnj-24
WBGene00001043	6308	dnj-25
WBGene00001044	1716	dnj-26
WBGene00001045	2557	dnj-27
WBGene00001046	3126	dnj-28
WBGene00001047	13108	dnj-29
WBGene00001048	3134	dnj-30
WBGene00001049	6052	dog-1
WBGene00001050	2488	dom-3
WBGene00001051	11155	cks-1
WBGene00001052	65	dop-1
WBGene00001053	116	dop-2
WBGene00001054	114	dpf-1
WBGene00001055	699	dpf-2
WBGene00001056	23735	dpf-3
WBGene00001057	5954	dpf-4
WBGene00001058	15930	dpf-5
WBGene00001059	188	dpf-6
WBGene00001060	5039	dpf-7
WBGene00001061	10510	dpl-1
WBGene00001062	1	dpr-1
WBGene00001063	107	dpy-1
WBGene00001064	217	dpy-2
WBGene00001065	109	dpy-3
WBGene00001066	14	dpy-4
WBGene00001067	13	dpy-5
WBGene00001068	40	dpy-6
WBGene00001069	159	dpy-7
WBGene00001070	28	dpy-8
WBGene00001071	48	dpy-9
WBGene00001072	442	dpy-10
WBGene00001073	8933	dpy-11
WBGene00001074	15	dpy-13
WBGene00001075	3845	dpy-14
WBGene00001076	2435	dpy-17
WBGene00001077	2374	dpy-18
WBGene00001078	536	dpy-19
WBGene00001079	9	dpy-20
WBGene00001080	6068	dpy-21
WBGene00001081	8339	dpy-22
WBGene00001082	3505	dpy-23
WBGene00001085	14562	dpy-26
WBGene00001086	6175	dpy-27
WBGene00001087	13773	dpy-28
WBGene00001088	7472	dpy-30
WBGene00001089	1813	dre-1
